"Plot Title: 10166280"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Coupler Attached","Stopped","End Of File"
1,07/08/13 03:00:00 PM,23.484,704.0,3.14,,,
2,07/08/13 09:00:00 PM,17.189,0.0,3.12,,,
3,07/09/13 03:00:00 AM,15.282,0.0,3.08,,,
4,07/09/13 09:00:00 AM,17.760,208.0,3.08,,,
5,07/09/13 03:00:00 PM,25.513,704.0,3.08,,,
6,07/09/13 09:00:00 PM,18.426,0.0,3.08,,,
7,07/10/13 03:00:00 AM,15.760,0.0,3.05,,,
8,07/10/13 09:00:00 AM,16.713,208.0,3.03,,,
9,07/10/13 03:00:00 PM,23.677,704.0,3.05,,,
10,07/10/13 09:00:00 PM,15.664,0.0,3.03,,,
11,07/11/13 03:00:00 AM,12.401,0.0,3.01,,,
12,07/11/13 09:00:00 AM,13.269,208.0,3.01,,,
13,07/11/13 03:00:00 PM,19.948,704.0,3.01,,,
14,07/11/13 09:00:00 PM,12.401,0.0,3.01,,,
15,07/12/13 03:00:00 AM,9.965,0.0,2.97,,,
16,07/12/13 09:00:00 AM,10.846,208.0,2.97,,,
17,07/12/13 03:00:00 PM,18.045,768.0,2.99,,,
18,07/12/13 09:00:00 PM,10.553,0.0,2.97,,,
19,07/13/13 03:00:00 AM,9.077,0.0,2.97,,,
20,07/13/13 09:00:00 AM,11.528,216.0,2.97,,,
21,07/13/13 03:00:00 PM,22.812,800.0,2.99,,,
22,07/13/13 09:00:00 PM,15.282,0.0,2.97,,,
23,07/14/13 03:00:00 AM,13.173,0.0,2.97,,,
24,07/14/13 09:00:00 AM,16.523,208.0,2.97,,,
25,07/14/13 03:00:00 PM,25.222,800.0,2.97,,,
26,07/14/13 09:00:00 PM,17.189,0.0,2.99,,,
27,07/15/13 03:00:00 AM,14.517,0.0,2.99,,,
28,07/15/13 09:00:00 AM,16.808,216.0,2.97,,,
29,07/15/13 03:00:00 PM,26.683,800.0,2.97,,,
30,07/15/13 09:00:00 PM,18.996,0.0,2.99,,,
31,07/16/13 03:00:00 AM,17.284,0.0,2.97,,,
32,07/16/13 09:00:00 AM,18.996,576.0,2.97,,,
33,07/16/13 03:00:00 PM,24.931,768.0,2.99,,,
34,07/16/13 09:00:00 PM,16.237,0.0,2.97,,,
35,07/17/13 03:00:00 AM,14.038,0.0,2.97,,,
36,07/17/13 09:00:00 AM,15.187,224.0,2.95,,,
37,07/17/13 03:00:00 PM,23.966,768.0,2.97,,,
38,07/17/13 09:00:00 PM,16.332,0.0,2.97,,,
39,07/18/13 03:00:00 AM,14.134,0.0,2.97,,,
40,07/18/13 09:00:00 AM,16.618,256.0,2.95,,,
41,07/18/13 03:00:00 PM,26.585,768.0,2.97,,,
42,07/18/13 09:00:00 PM,16.999,0.0,2.97,,,
43,07/19/13 03:00:00 AM,14.804,0.0,2.97,,,
44,07/19/13 09:00:00 AM,16.808,232.0,2.95,,,
45,07/19/13 03:00:00 PM,27.567,768.0,2.97,,,
46,07/19/13 09:00:00 PM,17.665,0.0,2.97,,,
47,07/20/13 03:00:00 AM,14.804,0.0,2.97,,,
48,07/20/13 09:00:00 AM,16.713,216.0,2.95,,,
49,07/20/13 03:00:00 PM,27.961,768.0,2.97,,,
50,07/20/13 09:00:00 PM,17.760,0.0,2.97,,,
51,07/21/13 03:00:00 AM,14.613,0.0,2.97,,,
52,07/21/13 09:00:00 AM,16.903,200.0,2.95,,,
53,07/21/13 03:00:00 PM,27.075,768.0,2.95,,,
54,07/21/13 09:00:00 PM,18.140,0.0,2.97,,,
55,07/22/13 03:00:00 AM,15.569,0.0,2.95,,,
56,07/22/13 09:00:00 AM,17.189,200.0,2.95,,,
57,07/22/13 03:00:00 PM,28.159,768.0,2.97,,,
58,07/22/13 09:00:00 PM,19.377,0.0,2.97,,,
59,07/23/13 03:00:00 AM,17.094,0.0,2.95,,,
60,07/23/13 09:00:00 AM,19.948,272.0,2.95,,,
61,07/23/13 03:00:00 PM,27.961,768.0,2.97,,,
62,07/23/13 09:00:00 PM,19.662,0.0,2.95,,,
63,07/24/13 03:00:00 AM,18.045,0.0,2.95,,,
64,07/24/13 09:00:00 AM,18.711,208.0,2.95,,,
65,07/24/13 03:00:00 PM,27.173,768.0,2.95,,,
66,07/24/13 09:00:00 PM,19.377,0.0,2.97,,,
67,07/25/13 03:00:00 AM,17.855,0.0,2.95,,,
68,07/25/13 09:00:00 AM,18.901,200.0,2.95,,,
69,07/25/13 03:00:00 PM,28.655,768.0,2.97,,,
70,07/25/13 09:00:00 PM,21.282,0.0,2.95,,,
71,07/26/13 03:00:00 AM,20.043,0.0,2.95,,,
72,07/26/13 09:00:00 AM,20.805,288.0,2.95,,,
73,07/26/13 03:00:00 PM,27.961,704.0,2.95,,,
74,07/26/13 09:00:00 PM,18.236,0.0,2.95,,,
75,07/27/13 03:00:00 AM,14.996,0.0,2.95,,,
76,07/27/13 09:00:00 AM,15.091,216.0,2.93,,,
77,07/27/13 03:00:00 PM,23.292,704.0,2.95,,,
78,07/27/13 09:00:00 PM,13.750,0.0,2.95,,,
79,07/28/13 03:00:00 AM,11.236,0.0,2.93,,,
80,07/28/13 09:00:00 AM,11.722,192.0,2.93,,,
