"Plot Title: 10169139"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Stopped","End Of File"
1,07/12/21 08:16:16 PM,16.523,0.0,2.83,,,
2,07/13/21 02:16:16 AM,13.846,0.0,2.83,,,
3,07/13/21 08:16:16 AM,15.187,1280.9,2.83,,,
4,07/13/21 02:16:16 PM,25.125,4305.6,2.83,,,
5,07/13/21 08:16:16 PM,17.665,0.0,2.83,,,
6,07/14/21 02:16:16 AM,14.421,0.0,2.83,,,
7,07/14/21 08:16:16 AM,15.951,1302.4,2.83,,,
8,07/14/21 02:16:16 PM,22.812,4305.6,2.83,,,
9,07/14/21 08:16:16 PM,15.473,0.0,2.83,,,
10,07/15/21 02:16:16 AM,12.690,0.0,2.83,,,
11,07/15/21 08:16:16 AM,13.942,1237.9,2.83,,,
12,07/15/21 02:16:16 PM,21.282,3961.1,2.83,,,
13,07/15/21 08:16:16 PM,14.038,0.0,2.83,,,
14,07/16/21 02:16:16 AM,10.944,0.0,2.81,,,
15,07/16/21 08:16:16 AM,11.528,1173.3,2.81,,,
16,07/16/21 02:16:16 PM,19.282,4305.6,2.83,,,
17,07/16/21 08:16:16 PM,13.076,0.0,2.83,,,
18,07/17/21 02:16:16 AM,11.334,0.0,2.81,,,
19,07/17/21 08:16:16 AM,13.558,1205.6,2.83,,,
20,07/17/21 02:16:16 PM,21.569,5166.7,2.81,,,
21,07/17/21 08:16:16 PM,14.996,0.0,2.83,,,
22,07/18/21 02:16:16 AM,12.690,0.0,2.81,,,
23,07/18/21 08:16:16 AM,15.569,1237.9,2.81,,,
24,07/18/21 02:16:16 PM,24.448,3961.1,2.85,,,
25,07/18/21 08:16:16 PM,17.855,0.0,2.83,,,
26,07/19/21 02:16:16 AM,14.421,0.0,2.83,,,
27,07/19/21 08:16:16 AM,15.473,1227.1,2.81,,,
28,07/19/21 02:16:16 PM,23.100,2325.0,2.83,,,
29,07/19/21 08:16:16 PM,15.569,0.0,2.81,,,
30,07/20/21 02:16:16 AM,12.304,0.0,2.81,,,
31,07/20/21 08:16:16 AM,13.846,1216.3,2.83,,,
32,07/20/21 02:16:16 PM,21.473,3961.1,2.81,,,
33,07/20/21 08:16:16 PM,13.173,0.0,2.81,,,
34,07/21/21 02:16:16 AM,10.846,0.0,2.81,,,
35,07/21/21 08:16:16 AM,10.357,2152.8,2.79,,,
36,07/21/21 02:16:16 PM,17.284,3961.1,2.83,,,
37,07/21/21 08:16:16 PM,10.748,0.0,2.79,,,
38,07/22/21 02:16:16 AM,8.581,0.0,2.81,,,
39,07/22/21 08:16:16 AM,10.944,1248.6,2.79,,,
40,07/22/21 02:16:16 PM,20.519,5166.7,2.81,,,
41,07/22/21 08:16:16 PM,13.269,0.0,2.81,,,
42,07/23/21 02:16:16 AM,11.041,0.0,2.79,,,
43,07/23/21 08:16:16 AM,13.461,1205.6,2.81,,,
44,07/23/21 02:16:16 PM,24.062,6544.5,2.83,,,
45,07/23/21 08:16:16 PM,16.141,0.0,2.81,,,
46,07/24/21 02:16:16 AM,15.187,0.0,2.81,,,
47,07/24/21 08:16:16 AM,18.331,1205.6,2.83,,,
48,07/24/21 02:16:16 PM,26.195,8266.7,2.83,,,
49,07/24/21 08:16:16 PM,18.045,0.0,2.83,,,
50,07/25/21 02:16:16 AM,16.332,0.0,2.83,,,
51,07/25/21 08:16:16 AM,17.760,1237.9,2.83,,,
52,07/25/21 02:16:16 PM,26.292,15155.7,2.83,,,
53,07/25/21 08:16:16 PM,18.426,0.0,2.83,,,
54,07/26/21 02:16:16 AM,16.713,0.0,2.83,,,
55,07/26/21 08:16:16 AM,18.045,1463.9,2.83,,,
56,07/26/21 02:16:16 PM,25.125,7233.4,2.83,,,
57,07/26/21 08:16:16 PM,18.140,0.0,2.83,,,
58,07/27/21 02:16:16 AM,14.613,0.0,2.83,,,
59,07/27/21 08:16:16 AM,14.900,495.1,2.83,,,
60,07/27/21 02:16:16 PM,19.282,2755.6,2.83,,,
61,07/27/21 08:16:16 PM,17.760,0.0,2.83,,,
62,07/28/21 02:16:16 AM,16.427,0.0,2.83,,,
63,07/28/21 08:16:16 AM,17.950,1237.9,2.83,,,
64,07/28/21 02:16:16 PM,25.902,5166.7,2.83,,,
65,07/28/21 08:16:16 PM,19.377,0.0,2.83,,,
66,07/29/21 02:16:16 AM,18.331,0.0,2.83,,,
67,07/29/21 08:16:16 AM,20.710,1184.0,2.81,,,
68,07/29/21 02:16:16 PM,29.053,1722.2,2.85,,,
69,07/29/21 08:16:16 PM,21.664,0.0,2.83,,,
70,07/30/21 02:16:16 AM,20.901,0.0,2.81,,,
71,07/30/21 08:16:16 AM,21.855,1130.2,2.83,,,
72,07/30/21 02:16:16 PM,26.977,2583.4,2.83,,,
73,07/30/21 08:16:16 PM,23.966,0.0,2.85,,,
74,07/31/21 02:16:16 AM,22.429,0.0,2.83,,,
75,07/31/21 08:16:16 AM,22.046,914.9,2.83,,,
76,07/31/21 02:16:16 PM,24.931,1463.9,2.85,,,
77,07/31/21 08:16:16 PM,21.282,0.0,2.83,,,
78,08/01/21 02:16:16 AM,19.567,0.0,2.83,,,
79,08/01/21 08:16:16 AM,20.234,1270.1,2.81,,,
80,08/01/21 02:16:16 PM,27.961,10333.4,2.85,,,
81,08/01/21 08:16:16 PM,21.951,0.0,2.83,,,
82,08/02/21 02:16:16 AM,20.043,0.0,2.81,,,
83,08/02/21 08:16:16 AM,22.812,990.3,2.83,,,
84,08/02/21 02:16:16 PM,28.159,2411.1,2.85,,,
85,08/02/21 08:16:16 PM,21.855,0.0,2.83,,,
86,08/03/21 02:16:16 AM,19.853,0.0,2.81,,,
87,08/03/21 08:16:16 AM,21.378,1463.9,2.81,,,
88,08/03/21 02:16:16 PM,25.805,4133.4,2.83,,,
89,08/03/21 08:16:16 PM,19.662,0.0,2.81,,,
90,08/04/21 02:16:16 AM,17.855,0.0,2.83,,,
91,08/04/21 08:16:16 AM,19.948,1550.0,2.81,,,
92,08/04/21 02:16:16 PM,27.764,4994.5,2.85,,,
93,08/04/21 08:16:16 PM,20.615,0.0,2.81,,,
94,08/05/21 02:16:16 AM,17.665,0.0,2.83,,,
95,08/05/21 08:16:16 AM,16.808,1463.9,2.83,,,
96,08/05/21 02:16:16 PM,14.900,344.4,2.83,,,
97,08/05/21 08:16:16 PM,13.654,0.0,2.81,,,
98,08/06/21 02:16:16 AM,11.916,0.0,2.81,,,
99,08/06/21 08:16:16 AM,12.110,1216.3,2.81,,,
100,08/06/21 02:16:16 PM,20.424,4477.8,2.81,,,
101,08/06/21 08:16:16 PM,15.569,0.0,2.81,,,
102,08/07/21 02:16:16 AM,14.230,0.0,2.81,,,
103,08/07/21 08:16:16 AM,15.091,1033.3,2.81,,,
104,08/07/21 02:16:16 PM,23.292,5166.7,2.81,,,
105,08/07/21 08:16:16 PM,16.141,0.0,2.81,,,
106,08/08/21 02:16:16 AM,10.651,0.0,2.79,,,
107,08/08/21 08:16:16 AM,9.275,1345.5,2.79,,,
108,08/08/21 02:16:16 PM,17.570,7233.4,2.81,,,
109,08/08/21 08:16:16 PM,12.110,0.0,2.79,,,
110,08/09/21 02:16:16 AM,11.041,0.0,2.79,,,
111,08/09/21 08:16:16 AM,14.325,1205.6,2.81,,,
112,08/09/21 02:16:16 PM,24.835,8266.7,2.83,,,
113,08/09/21 08:16:16 PM,17.665,0.0,2.81,,,
114,08/10/21 02:16:16 AM,16.523,0.0,2.81,,,
115,08/10/21 08:16:16 AM,18.236,1130.2,2.83,,,
116,08/10/21 02:16:16 PM,25.708,4305.6,2.81,,,
117,08/10/21 08:16:16 PM,20.901,0.0,2.81,,,
118,08/11/21 02:16:16 AM,19.948,0.0,2.81,,,
119,08/11/21 08:16:16 AM,22.525,1087.2,2.81,,,
120,08/11/21 02:16:16 PM,31.676,4477.8,2.85,,,
121,08/11/21 08:16:16 PM,23.966,0.0,2.83,,,
122,08/12/21 02:16:16 AM,21.760,0.0,2.81,,,
123,08/12/21 08:16:16 AM,23.869,1291.7,2.83,,,
124,08/12/21 02:16:16 PM,31.472,4994.5,2.85,,,
125,08/12/21 08:16:16 PM,23.581,0.0,2.83,,,
126,08/13/21 02:16:16 AM,22.046,0.0,2.81,,,
127,08/13/21 08:16:16 AM,23.388,1356.3,2.83,,,
128,08/13/21 02:16:16 PM,27.272,1550.0,2.83,,,
129,08/13/21 08:16:16 PM,20.805,0.0,2.81,,,
130,08/14/21 02:16:16 AM,19.472,0.0,2.83,,,
131,08/14/21 08:16:16 AM,21.664,1550.0,2.81,,,
132,08/14/21 02:16:16 PM,28.555,3272.2,2.85,,,
133,08/14/21 08:16:16 PM,22.142,0.0,2.81,,,
134,08/15/21 02:16:16 AM,20.615,0.0,2.81,,,
135,08/15/21 08:16:16 AM,21.473,1291.7,2.81,,,
136,08/15/21 02:16:16 PM,27.665,5166.7,2.83,,,
