"Plot Title: 10169185"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","End Of File"
1,07/27/21 12:36:32 PM,19.567,3961.1,3.03,Logged,,
2,07/27/21 06:36:32 PM,20.424,1550.0,3.01,,,
3,07/28/21 12:36:32 AM,16.523,0.0,2.97,,,
4,07/28/21 06:36:32 AM,17.094,430.6,2.97,,,
5,07/28/21 12:36:32 PM,25.708,16533.4,3.01,,,
6,07/28/21 06:36:32 PM,23.388,904.2,3.01,,,
7,07/29/21 12:36:32 AM,18.901,0.0,2.97,,,
8,07/29/21 06:36:32 AM,18.806,344.4,2.95,,,
9,07/29/21 12:36:32 PM,29.053,2927.8,3.01,,,
10,07/29/21 06:36:32 PM,24.931,947.2,2.99,,,
11,07/30/21 12:36:32 AM,21.282,0.0,2.95,,,
12,07/30/21 06:36:32 AM,21.378,968.8,2.93,,,
13,07/30/21 12:36:32 PM,26.683,2927.8,2.97,,,
14,07/30/21 06:36:32 PM,25.222,387.5,2.95,,,
15,07/31/21 12:36:32 AM,22.429,0.0,2.93,,,
16,07/31/21 06:36:32 AM,22.238,527.4,2.93,,,
17,07/31/21 12:36:32 PM,26.488,3444.5,2.95,,,
18,07/31/21 06:36:32 PM,22.812,1044.1,2.93,,,
19,08/01/21 12:36:32 AM,19.282,0.0,2.91,,,
20,08/01/21 06:36:32 AM,18.806,559.7,2.89,,,
21,08/01/21 12:36:32 PM,27.764,4650.0,2.93,,,
22,08/01/21 06:36:32 PM,24.738,1313.2,2.93,,,
23,08/02/21 12:36:32 AM,21.091,0.0,2.89,,,
24,08/02/21 06:36:32 AM,22.333,1033.3,2.91,,,
25,08/02/21 12:36:32 PM,30.457,5166.7,2.93,,,
26,08/02/21 06:36:32 PM,24.641,645.8,2.93,,,
27,08/03/21 12:36:32 AM,20.043,0.0,2.87,,,
28,08/03/21 06:36:32 AM,19.948,688.9,2.85,,,
29,08/03/21 12:36:32 PM,26.683,5166.7,2.89,,,
30,08/03/21 06:36:32 PM,22.717,1097.9,2.89,,,
31,08/04/21 12:36:32 AM,18.616,0.0,2.85,,,
32,08/04/21 06:36:32 AM,17.855,667.4,2.83,,,
33,08/04/21 12:36:32 PM,27.862,5166.7,2.87,,,
34,08/04/21 06:36:32 PM,23.292,538.2,2.87,,,
35,08/05/21 12:36:32 AM,19.092,0.0,2.85,,,
36,08/05/21 06:36:32 AM,16.523,731.9,2.83,,,
37,08/05/21 12:36:32 PM,18.045,1291.7,2.83,,,
38,08/05/21 06:36:32 PM,14.038,473.6,2.81,,,
39,08/06/21 12:36:32 AM,12.594,0.0,2.81,,,
40,08/06/21 06:36:32 AM,11.916,516.7,2.79,,,
41,08/06/21 12:36:32 PM,19.567,5166.7,2.83,,,
42,08/06/21 06:36:32 PM,18.806,764.2,2.85,,,
43,08/07/21 12:36:32 AM,14.613,0.0,2.83,,,
44,08/07/21 06:36:32 AM,14.134,376.7,2.83,,,
45,08/07/21 12:36:32 PM,23.581,3961.1,2.85,,,
46,08/07/21 06:36:32 PM,17.760,947.2,2.83,,,
47,08/08/21 12:36:32 AM,11.528,0.0,2.79,,,
48,08/08/21 06:36:32 AM,8.282,775.0,2.77,,,
49,08/08/21 12:36:32 PM,16.332,5166.7,2.81,,,
50,08/08/21 06:36:32 PM,15.664,1033.3,2.81,,,
51,08/09/21 12:36:32 AM,11.528,0.0,2.77,,,
52,08/09/21 06:36:32 AM,12.013,495.1,2.77,,,
53,08/09/21 12:36:32 PM,24.255,4650.0,2.83,,,
54,08/09/21 06:36:32 PM,21.473,1054.9,2.81,,,
55,08/10/21 12:36:32 AM,16.046,0.0,2.81,,,
56,08/10/21 06:36:32 AM,16.903,409.0,2.81,,,
57,08/10/21 12:36:32 PM,26.488,5166.7,2.83,,,
58,08/10/21 06:36:32 PM,23.292,990.3,2.83,,,
59,08/11/21 12:36:32 AM,20.234,0.0,2.81,,,
60,08/11/21 06:36:32 AM,20.901,398.3,2.81,,,
61,08/11/21 12:36:32 PM,32.291,5166.7,2.87,,,
62,08/11/21 06:36:32 PM,26.977,979.5,2.85,,,
63,08/12/21 12:36:32 AM,22.046,0.0,2.83,,,
64,08/12/21 06:36:32 AM,22.046,818.1,2.83,,,
65,08/12/21 12:36:32 PM,32.600,5166.7,2.87,,,
66,08/12/21 06:36:32 PM,26.879,796.5,2.85,,,
