"Plot Title: 10169126"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","End Of File"
1,07/26/21 06:36:32 PM,20.234,538.2,3.03,Logged,,
2,07/27/21 12:36:32 AM,17.189,0.0,2.97,,,
3,07/27/21 06:36:32 AM,14.709,559.7,2.95,,,
4,07/27/21 12:36:32 PM,19.187,3100.0,2.99,,,
5,07/27/21 06:36:32 PM,17.665,775.0,2.97,,,
6,07/28/21 12:36:32 AM,15.569,0.0,2.95,,,
7,07/28/21 06:36:32 AM,16.237,430.6,2.95,,,
8,07/28/21 12:36:32 PM,25.416,6200.0,2.99,,,
9,07/28/21 06:36:32 PM,19.948,172.2,2.97,,,
10,07/29/21 12:36:32 AM,17.379,0.0,2.95,,,
11,07/29/21 06:36:32 AM,17.379,538.2,2.95,,,
12,07/29/21 12:36:32 PM,26.097,1377.8,2.99,,,
13,07/29/21 06:36:32 PM,22.238,473.6,2.97,,,
14,07/30/21 12:36:32 AM,19.282,0.0,2.97,,,
15,07/30/21 06:36:32 AM,20.043,1270.1,2.95,,,
16,07/30/21 12:36:32 PM,23.869,2669.5,2.97,,,
17,07/30/21 06:36:32 PM,23.004,247.6,2.97,,,
18,07/31/21 12:36:32 AM,20.710,0.0,2.95,,,
19,07/31/21 06:36:32 AM,19.472,409.0,2.95,,,
20,07/31/21 12:36:32 PM,24.062,3272.2,2.97,,,
21,07/31/21 06:36:32 PM,21.282,678.1,2.95,,,
22,08/01/21 12:36:32 AM,18.616,0.0,2.93,,,
23,08/01/21 06:36:32 AM,17.855,688.9,2.93,,,
24,08/01/21 12:36:32 PM,27.665,7233.4,2.97,,,
25,08/01/21 06:36:32 PM,22.238,301.4,2.95,,,
26,08/02/21 12:36:32 AM,19.282,0.0,2.93,,,
27,08/02/21 06:36:32 AM,18.996,828.8,2.93,,,
28,08/02/21 12:36:32 PM,28.754,6544.5,2.95,,,
29,08/02/21 06:36:32 PM,22.046,312.2,2.93,,,
30,08/03/21 12:36:32 AM,19.092,0.0,2.91,,,
31,08/03/21 06:36:32 AM,18.331,775.0,2.91,,,
32,08/03/21 12:36:32 PM,26.000,6544.5,2.93,,,
33,08/03/21 06:36:32 PM,20.996,441.3,2.91,,,
34,08/04/21 12:36:32 AM,17.760,0.0,2.89,,,
35,08/04/21 06:36:32 AM,16.903,871.9,2.89,,,
36,08/04/21 12:36:32 PM,26.683,6544.5,2.93,,,
37,08/04/21 06:36:32 PM,21.473,366.0,2.91,,,
38,08/05/21 12:36:32 AM,18.331,0.0,2.89,,,
39,08/05/21 06:36:32 AM,16.237,839.6,2.87,,,
40,08/05/21 12:36:32 PM,17.379,1194.8,2.89,,,
41,08/05/21 06:36:32 PM,14.517,290.6,2.87,,,
