"Plot Title: 10166307"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Coupler Attached","Stopped","End Of File"
1,07/26/21 06:36:32 PM,19.377,516.7,3.10,,,,
2,07/27/21 12:36:32 AM,16.523,0.0,3.03,,,,
3,07/27/21 06:36:32 AM,14.038,559.7,3.01,,,,
4,07/27/21 12:36:32 PM,18.426,3272.2,3.03,,,,
5,07/27/21 06:36:32 PM,16.808,688.9,2.99,,,,
6,07/28/21 12:36:32 AM,14.996,0.0,2.99,,,,
7,07/28/21 06:36:32 AM,15.664,538.2,2.97,,,,
8,07/28/21 12:36:32 PM,24.641,6200.0,3.03,,,,
9,07/28/21 06:36:32 PM,18.806,129.2,2.99,,,,
10,07/29/21 12:36:32 AM,16.713,0.0,2.97,,,,
11,07/29/21 06:36:32 AM,16.713,559.7,2.95,,,,
12,07/29/21 12:36:32 PM,25.902,1291.7,3.01,,,,
13,07/29/21 06:36:32 PM,21.091,409.0,2.97,,,,
14,07/30/21 12:36:32 AM,18.521,0.0,2.97,,,,
15,07/30/21 06:36:32 AM,19.377,1270.1,2.97,,,,
16,07/30/21 12:36:32 PM,23.100,2411.1,2.97,,,,
17,07/30/21 06:36:32 PM,21.951,215.3,2.97,,,,
18,07/31/21 12:36:32 AM,19.758,0.0,2.95,,,,
19,07/31/21 06:36:32 AM,17.950,366.0,2.95,,,,
20,07/31/21 12:36:32 PM,23.100,3272.2,2.97,,,,
21,07/31/21 06:36:32 PM,20.329,667.4,2.95,,,,
22,08/01/21 12:36:32 AM,17.855,0.0,2.93,,,,
23,08/01/21 06:36:32 AM,17.284,710.4,2.93,,,,
24,08/01/21 12:36:32 PM,27.665,10677.8,2.97,,,,
25,08/01/21 06:36:32 PM,21.282,279.9,2.95,,,,
26,08/02/21 12:36:32 AM,18.521,0.0,2.95,,,,
27,08/02/21 06:36:32 AM,18.331,871.9,2.95,,,,
28,08/02/21 12:36:32 PM,28.754,8266.7,2.97,,,,
29,08/02/21 06:36:32 PM,21.091,258.3,2.95,,,,
30,08/03/21 12:36:32 AM,18.426,0.0,2.93,,,,
31,08/03/21 06:36:32 AM,17.760,775.0,2.93,,,,
32,08/03/21 12:36:32 PM,25.513,9300.1,2.93,,,,
33,08/03/21 06:36:32 PM,20.234,376.7,2.93,,,,
34,08/04/21 12:36:32 AM,17.189,0.0,2.91,,,,
35,08/04/21 06:36:32 AM,16.523,882.6,2.91,,,,
36,08/04/21 12:36:32 PM,26.195,10677.8,2.93,,,,
37,08/04/21 06:36:32 PM,20.519,333.7,2.91,,,,
38,08/05/21 12:36:32 AM,17.760,0.0,2.91,,,,
39,08/05/21 06:36:32 AM,15.760,828.8,2.89,,,,
40,08/05/21 12:36:32 PM,17.189,936.5,2.89,,,,
41,08/05/21 06:36:32 PM,14.325,258.3,2.89,,,,
42,08/06/21 12:36:32 AM,13.173,0.0,2.87,,,,
43,08/06/21 06:36:32 AM,12.401,893.4,2.85,,,,
44,08/06/21 12:36:32 PM,19.758,3100.0,2.87,,,,
45,08/06/21 06:36:32 PM,16.332,53.8,2.87,,,,
46,08/07/21 12:36:32 AM,14.134,0.0,2.87,,,,
47,08/07/21 06:36:32 AM,13.750,549.0,2.87,,,,
48,08/07/21 12:36:32 PM,21.569,7233.4,2.89,,,,
49,08/07/21 06:36:32 PM,17.760,129.2,2.89,,,,
50,08/08/21 12:36:32 AM,13.076,0.0,2.85,,,,
51,08/08/21 06:36:32 AM,9.472,925.7,2.87,,,,
52,08/08/21 12:36:32 PM,15.378,5511.1,2.85,,,,
53,08/08/21 06:36:32 PM,12.497,183.0,2.85,,,,
54,08/09/21 12:36:32 AM,10.161,0.0,2.85,,,,
55,08/09/21 06:36:32 AM,10.748,527.4,2.83,,,,
56,08/09/21 12:36:32 PM,21.664,5511.1,2.87,,,,
57,08/09/21 06:36:32 PM,17.189,129.2,2.87,,,,
58,08/10/21 12:36:32 AM,14.421,0.0,2.85,,,,
59,08/10/21 06:36:32 AM,14.804,473.6,2.85,,,,
60,08/10/21 12:36:32 PM,24.641,5511.1,2.89,,,,
61,08/10/21 06:36:32 PM,19.853,107.6,2.87,,,,
62,08/11/21 12:36:32 AM,18.140,0.0,2.87,,,,
63,08/11/21 06:36:32 AM,18.140,473.6,2.87,,,,
64,08/11/21 12:36:32 PM,28.258,5166.7,2.91,,,,
65,08/11/21 06:36:32 PM,22.908,172.2,2.89,,,,
66,08/12/21 12:36:32 AM,20.043,0.0,2.87,,,,
67,08/12/21 06:36:32 AM,19.282,731.9,2.89,,,,
68,08/12/21 12:36:32 PM,29.452,5166.7,2.91,,,,
69,08/12/21 06:36:32 PM,23.100,107.6,2.89,,,,
70,08/13/21 12:36:32 AM,20.329,0.0,2.87,,,,
71,08/13/21 06:36:32 AM,19.662,753.5,2.87,,,,
72,08/13/21 12:36:32 PM,27.764,6200.0,2.89,,,,
73,08/13/21 06:36:32 PM,21.378,279.9,2.87,,,,
74,08/14/21 12:36:32 AM,18.521,0.0,2.87,,,,
75,08/14/21 06:36:32 AM,18.140,904.2,2.87,,,,
76,08/14/21 12:36:32 PM,26.879,4994.5,2.89,,,,
77,08/14/21 06:36:32 PM,22.429,279.9,2.87,,,,
78,08/15/21 12:36:32 AM,18.901,0.0,2.87,,,,
79,08/15/21 06:36:32 AM,18.711,688.9,2.87,,,,
80,08/15/21 12:36:32 PM,26.292,5166.7,2.87,,,,
81,08/15/21 06:36:32 PM,20.519,183.0,2.87,,,,
82,08/16/21 12:36:32 AM,16.808,0.0,2.85,,,,
83,08/16/21 06:36:32 AM,16.141,473.6,2.83,,,,
84,08/16/21 12:36:32 PM,22.812,5166.7,2.87,,,,
85,08/16/21 06:36:32 PM,17.379,53.8,2.85,,,,
86,08/17/21 12:36:32 AM,12.980,0.0,2.85,,,,
87,08/17/21 06:36:32 AM,8.680,602.8,2.83,,,,
88,08/17/21 12:36:32 PM,10.455,4994.5,2.81,,,,
89,08/17/21 06:36:32 PM,9.965,118.4,2.81,,,,
90,08/18/21 12:36:32 AM,9.275,0.0,2.81,,,,
91,08/18/21 06:36:32 AM,8.581,710.4,2.81,,,,
92,08/18/21 12:36:32 PM,17.284,7233.4,2.83,,,,
93,08/18/21 06:36:32 PM,13.942,129.2,2.83,,,,
94,08/19/21 12:36:32 AM,11.528,0.0,2.81,,,,
95,08/19/21 06:36:32 AM,10.944,462.9,2.81,,,,
96,08/19/21 12:36:32 PM,17.855,4650.0,2.83,,,,
97,08/19/21 06:36:32 PM,14.421,75.3,2.85,,,,
98,08/20/21 12:36:32 AM,12.207,0.0,2.83,,,,
