Plot Title: 10166323,,,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,Coupler Attached,Coupler Detached,Host Connected,Stopped,End Of File
454,11/5/2015 3:00,0.01,0,2.72,,,,,,
455,11/5/2015 9:00,0.343,168,2.72,,,,,,
456,11/5/2015 15:00,0.784,48,2.72,,,,,,
457,11/5/2015 21:00,1.112,0,2.72,,,,,,
458,11/6/2015 3:00,0.784,0,2.72,,,,,,
459,11/6/2015 9:00,1.112,55,2.72,,,,,,
460,11/6/2015 15:00,3.683,35,2.75,,,,,,
461,11/6/2015 21:00,3.261,0,2.75,,,,,,
462,11/7/2015 3:00,2.088,0,2.74,,,,,,
463,11/7/2015 9:00,3.683,120,2.75,,,,,,
464,11/7/2015 15:00,6.674,102,2.77,,,,,,
465,11/7/2015 21:00,4.623,0,2.77,,,,,,
466,11/8/2015 3:00,4.207,0,2.75,,,,,,
467,11/8/2015 9:00,2.943,68,2.75,,,,,,
468,11/8/2015 15:00,2.517,87,2.74,,,,,,
469,11/8/2015 21:00,0.563,0,2.72,,,,,,
470,11/9/2015 3:00,0.01,0,2.72,,,,,,
471,11/9/2015 9:00,0.563,224,2.72,,,,,,
472,11/9/2015 15:00,1.003,136,2.72,,,,,,
473,11/9/2015 21:00,-0.102,0,2.72,,,,,,
474,11/10/2015 3:00,-0.325,0,2.72,,,,,,
475,11/10/2015 9:00,-0.325,82,2.7,,,,,,
476,11/10/2015 15:00,0.343,152,2.72,,,,,,
477,11/10/2015 21:00,0.121,0,2.72,,,,,,
478,11/11/2015 3:00,0.01,0,2.72,,,,,,
479,11/11/2015 9:00,0.232,53,2.72,,,,,,
480,11/11/2015 15:00,0.232,59,2.72,,,,,,
481,11/11/2015 21:00,0.232,0,2.72,,,,,,
482,11/12/2015 3:00,-0.887,0,2.72,,,,,,
483,11/12/2015 9:00,-0.325,71,2.7,,,,,,
484,11/12/2015 15:00,0.232,48,2.72,,,,,,
485,11/12/2015 21:00,0.343,0,2.72,,,,,,
486,11/13/2015 3:00,0.893,0,2.72,,,,,,
487,11/13/2015 9:00,1.872,14,2.74,,,,,,
488,11/13/2015 15:00,3.472,19,2.75,,,,,,
489,11/13/2015 21:00,3.472,0,2.75,,,,,,
490,11/14/2015 3:00,3.049,0,2.75,,,,,,
491,11/14/2015 9:00,3.578,160,2.75,,,,,,
492,11/14/2015 15:00,5.141,124,2.75,,,,,,
493,11/14/2015 21:00,3.155,0,2.75,,,,,,
494,11/15/2015 3:00,3.155,0,2.75,,,,,,
495,11/15/2015 9:00,-0.213,30,2.72,,,,,,
496,11/15/2015 15:00,-0.213,22,2.72,,,,,,
497,11/15/2015 21:00,-1.001,0,2.72,,,,,,
498,11/16/2015 3:00,-1.114,0,2.72,,,,,,
499,11/16/2015 9:00,-1.228,17,2.72,,,,,,
500,11/16/2015 15:00,-0.437,9,2.72,,,,,,
501,11/16/2015 21:00,0.121,0,2.72,,,,,,
502,11/17/2015 3:00,0.121,0,2.72,,,,,,
503,11/17/2015 9:00,0.232,24,2.72,,,,,,
504,11/17/2015 15:00,0.893,4,2.72,,,,,,
505,11/17/2015 21:00,2.943,0,2.74,,,,,,
506,11/18/2015 3:00,0.563,0,2.72,,,,,,
507,11/18/2015 9:00,0.121,79,2.72,,,,,,
508,11/18/2015 15:00,0.563,16,2.72,,,,,,
509,11/18/2015 21:00,0.232,0,2.72,,,,,,
510,11/19/2015 3:00,0.343,0,2.72,,,,,,
511,11/19/2015 9:00,4.207,20,2.75,,,,,,
512,11/19/2015 15:00,6.166,38,2.75,,,,,,
513,11/19/2015 21:00,3.261,0,2.75,,,,,,
514,11/20/2015 3:00,0.784,0,2.72,,,,,,
515,11/20/2015 9:00,-0.325,72,2.72,,,,,,
516,11/20/2015 15:00,0.343,85,2.72,,,,,,
517,11/20/2015 21:00,-0.325,0,2.72,,,,,,
518,11/21/2015 3:00,-0.437,0,2.72,,,,,,
519,11/21/2015 9:00,0.121,33,2.72,,,,,,
520,11/21/2015 15:00,1.33,25,2.72,,,,,,
521,11/21/2015 21:00,1.439,0,2.74,,,,,,
522,11/22/2015 3:00,1.656,0,2.74,,,,,,
523,11/22/2015 9:00,2.303,42,2.74,,,,,,
524,11/22/2015 15:00,4.831,78,2.75,,,,,,
525,11/22/2015 21:00,2.837,0,2.75,,,,,,
526,11/23/2015 3:00,2.837,0,2.75,,,,,,
527,11/23/2015 9:00,2.837,28,2.75,,,,,,
528,11/23/2015 15:00,3.788,60,2.75,,,,,,
529,11/23/2015 21:00,1.221,0,2.74,,,,,,
530,11/24/2015 3:00,0.121,0,2.72,,,,,,
531,11/24/2015 9:00,-1.001,35,2.72,,,,,,
532,11/24/2015 15:00,-1.228,25,2.72,,,,,,
533,11/24/2015 21:00,-1.57,0,2.72,,,,,,
534,11/25/2015 3:00,-1.914,0,2.72,,,,,,
535,11/25/2015 9:00,-2.962,5,2.7,,,,,,
536,11/25/2015 15:00,-3.079,2,2.7,,,,,,
537,11/25/2015 21:00,-3.434,0,2.68,,,,,,
538,11/26/2015 3:00,-2.844,0,2.7,,,,,,
539,11/26/2015 9:00,-2.844,2,2.7,,,,,,
540,11/26/2015 15:00,-2.145,2,2.7,,,,,,
541,11/26/2015 21:00,-2.03,0,2.7,,,,,,
542,11/27/2015 3:00,-2.261,0,2.7,,,,,,
543,11/27/2015 9:00,-2.377,4,2.7,,,,,,
544,11/27/2015 15:00,-1.684,3,2.7,,,,,,
545,11/27/2015 21:00,-2.261,0,2.7,,,,,,
546,11/28/2015 3:00,-2.61,0,2.7,,,,,,
547,11/28/2015 9:00,-2.61,6,2.7,,,,,,
548,11/28/2015 15:00,-1.341,5,2.7,,,,,,
549,11/28/2015 21:00,-2.145,0,2.7,,,,,,
550,11/29/2015 3:00,-2.03,0,2.7,,,,,,
551,11/29/2015 9:00,-1.914,9,2.7,,,,,,
552,11/29/2015 15:00,-0.662,8,2.72,,,,,,
553,11/29/2015 21:00,-1.456,0,2.7,,,,,,
554,11/30/2015 3:00,-1.684,0,2.7,,,,,,
555,11/30/2015 9:00,-0.774,53,2.72,,,,,,
556,11/30/2015 15:00,0.121,16,2.7,,,,,,
557,11/30/2015 21:00,0.121,0,2.7,,,,,,
558,12/1/2015 3:00,0.121,0,2.7,,,,,,
559,12/1/2015 9:00,-0.102,61,2.7,,,,,,
560,12/1/2015 15:00,0.121,76,2.72,,,,,,
561,12/1/2015 21:00,0.121,0,2.72,,,,,,
562,12/2/2015 3:00,0.232,0,2.72,,,,,,
563,12/2/2015 9:00,0.343,48,2.72,,,,,,
564,12/2/2015 15:00,1.548,48,2.72,,,,,,
565,12/2/2015 21:00,1.33,0,2.72,,,,,,
566,12/3/2015 3:00,1.656,0,2.74,,,,,,
567,12/3/2015 9:00,1.221,61,2.72,,,,,,
568,12/3/2015 15:00,2.195,128,2.74,,,,,,
569,12/3/2015 21:00,0.121,0,2.72,,,,,,
570,12/4/2015 3:00,0.01,0,2.72,,,,,,
571,12/4/2015 9:00,-0.102,11,2.72,,,,,,
572,12/4/2015 15:00,0.121,5,2.72,,,,,,
573,12/4/2015 21:00,-0.662,0,2.72,,,,,,
574,12/5/2015 3:00,-0.662,0,2.72,,,,,,
575,12/5/2015 9:00,-0.213,11,2.7,,,,,,
576,12/5/2015 15:00,0.121,4,2.72,,,,,,
577,12/5/2015 21:00,0.121,0,2.72,,,,,,
578,12/6/2015 3:00,0.121,0,2.72,,,,,,
579,12/6/2015 9:00,0.121,20,2.72,,,,,,
580,12/6/2015 15:00,0.121,10,2.72,,,,,,
581,12/6/2015 21:00,0.121,0,2.72,,,,,,
582,12/7/2015 3:00,0.121,0,2.72,,,,,,
583,12/7/2015 9:00,1.003,3,2.72,,,,,,
584,12/7/2015 15:00,4.207,7,2.75,,,,,,
585,12/7/2015 21:00,5.037,0,2.75,,,,,,
586,12/8/2015 3:00,5.141,0,2.75,,,,,,
587,12/8/2015 9:00,6.166,9,2.75,,,,,,
588,12/8/2015 15:00,6.978,17,2.77,,,,,,
589,12/8/2015 21:00,6.268,0,2.77,,,,,,
590,12/9/2015 3:00,5.244,0,2.75,,,,,,
591,12/9/2015 9:00,1.98,5,2.75,,,,,,
592,12/9/2015 15:00,2.41,22,2.75,,,,,,
593,12/9/2015 21:00,1.439,0,2.74,,,,,,
594,12/10/2015 3:00,0.232,0,2.72,,,,,,
595,12/10/2015 9:00,0.121,0,2.72,,,,,,
596,12/10/2015 15:00,0.121,3,2.72,,,,,,
597,12/10/2015 21:00,-0.102,0,2.72,,,,,,
598,12/11/2015 3:00,-0.213,0,2.72,,,,,,
599,12/11/2015 9:00,-0.325,13,2.72,,,,,,
600,12/11/2015 15:00,0.01,8,2.72,,,,,,
601,12/11/2015 21:00,0.121,0,2.72,,,,,,
602,12/12/2015 3:00,0.01,0,2.72,,,,,,
603,12/12/2015 9:00,0.121,0,2.72,,,,,,
604,12/12/2015 15:00,0.121,0,2.72,,,,,,
605,12/12/2015 21:00,0.121,0,2.72,,,,,,
606,12/13/2015 3:00,0.121,0,2.72,,,,,,
607,12/13/2015 9:00,0.121,0,2.72,,,,,,
608,12/13/2015 15:00,0.121,0,2.72,,,,,,
609,12/13/2015 21:00,0.121,0,2.72,,,,,,
610,12/14/2015 3:00,0.121,0,2.72,,,,,,
611,12/14/2015 9:00,0.121,0,2.72,,,,,,
612,12/14/2015 15:00,0.121,0,2.72,,,,,,
613,12/14/2015 21:00,0.232,0,2.72,,,,,,
614,12/15/2015 3:00,0.121,0,2.72,,,,,,
615,12/15/2015 9:00,0.121,0,2.72,,,,,,
616,12/15/2015 15:00,0.232,0,2.72,,,,,,
617,12/15/2015 21:00,0.232,0,2.72,,,,,,
618,12/16/2015 3:00,0.232,0,2.72,,,,,,
619,12/16/2015 9:00,0.232,0,2.72,,,,,,
620,12/16/2015 15:00,0.121,0,2.72,,,,,,
621,12/16/2015 21:00,0.232,0,2.72,,,,,,
622,12/17/2015 3:00,0.121,0,2.72,,,,,,
623,12/17/2015 9:00,0.232,0,2.72,,,,,,
624,12/17/2015 15:00,0.232,0,2.72,,,,,,
625,12/17/2015 21:00,0.121,0,2.72,,,,,,
626,12/18/2015 3:00,0.121,0,2.72,,,,,,
627,12/18/2015 9:00,0.121,0,2.72,,,,,,
628,12/18/2015 15:00,0.121,0,2.72,,,,,,
629,12/18/2015 21:00,0.121,0,2.72,,,,,,
630,12/19/2015 3:00,0.121,0,2.72,,,,,,
631,12/19/2015 9:00,0.121,0,2.72,,,,,,
632,12/19/2015 15:00,0.121,0,2.72,,,,,,
633,12/19/2015 21:00,0.121,0,2.72,,,,,,
634,12/20/2015 3:00,0.121,0,2.72,,,,,,
635,12/20/2015 9:00,0.121,0,2.72,,,,,,
636,12/20/2015 15:00,0.232,0,2.72,,,,,,
637,12/20/2015 21:00,0.232,0,2.72,,,,,,
638,12/21/2015 3:00,0.232,0,2.72,,,,,,
639,12/21/2015 9:00,0.121,0,2.72,,,,,,
640,12/21/2015 15:00,0.121,0,2.72,,,,,,
641,12/21/2015 21:00,0.121,0,2.72,,,,,,
642,12/22/2015 3:00,0.121,0,2.72,,,,,,
643,12/22/2015 9:00,0.121,0,2.72,,,,,,
644,12/22/2015 15:00,0.121,0,2.72,,,,,,
645,12/22/2015 21:00,0.232,0,2.72,,,,,,
646,12/23/2015 3:00,0.232,0,2.72,,,,,,
647,12/23/2015 9:00,0.232,0,2.72,,,,,,
648,12/23/2015 15:00,0.232,0,2.72,,,,,,
649,12/23/2015 21:00,0.232,0,2.72,,,,,,
650,12/24/2015 3:00,0.232,0,2.72,,,,,,
651,12/24/2015 9:00,0.232,0,2.72,,,,,,
652,12/24/2015 15:00,0.232,0,2.72,,,,,,
653,12/24/2015 21:00,0.232,0,2.72,,,,,,
654,12/25/2015 3:00,0.121,0,2.72,,,,,,
655,12/25/2015 9:00,0.232,0,2.72,,,,,,
656,12/25/2015 15:00,0.232,0,2.72,,,,,,
657,12/25/2015 21:00,0.232,0,2.72,,,,,,
658,12/26/2015 3:00,0.232,0,2.72,,,,,,
659,12/26/2015 9:00,0.232,0,2.72,,,,,,
660,12/26/2015 15:00,0.232,0,2.72,,,,,,
661,12/26/2015 21:00,0.232,0,2.72,,,,,,
662,12/27/2015 3:00,0.232,0,2.72,,,,,,
663,12/27/2015 9:00,0.232,0,2.72,,,,,,
664,12/27/2015 15:00,0.232,0,2.72,,,,,,
665,12/27/2015 21:00,0.232,0,2.72,,,,,,
666,12/28/2015 3:00,0.232,0,2.72,,,,,,
667,12/28/2015 9:00,0.232,0,2.72,,,,,,
668,12/28/2015 15:00,0.232,0,2.72,,,,,,
669,12/28/2015 21:00,0.232,0,2.72,,,,,,
670,12/29/2015 3:00,0.232,0,2.72,,,,,,
671,12/29/2015 9:00,0.232,0,2.72,,,,,,
672,12/29/2015 15:00,0.232,0,2.72,,,,,,
673,12/29/2015 21:00,0.232,0,2.72,,,,,,
674,12/30/2015 3:00,0.232,0,2.72,,,,,,
675,12/30/2015 9:00,0.232,0,2.72,,,,,,
676,12/30/2015 15:00,0.232,0,2.72,,,,,,
677,12/30/2015 21:00,0.232,0,2.72,,,,,,
678,12/31/2015 3:00,0.232,0,2.72,,,,,,
679,12/31/2015 9:00,0.232,0,2.72,,,,,,
680,12/31/2015 15:00,0.232,0,2.72,,,,,,
681,12/31/2015 21:00,0.232,0,2.72,,,,,,
682,1/1/2016 3:00,0.232,0,2.72,,,,,,
683,1/1/2016 9:00,0.232,0,2.72,,,,,,
684,1/1/2016 15:00,0.232,0,2.72,,,,,,
685,1/1/2016 21:00,0.232,0,2.72,,,,,,
686,1/2/2016 3:00,0.232,0,2.72,,,,,,
687,1/2/2016 9:00,0.232,0,2.72,,,,,,
688,1/2/2016 15:00,0.232,0,2.72,,,,,,
689,1/2/2016 21:00,0.232,0,2.72,,,,,,
690,1/3/2016 3:00,0.232,0,2.72,,,,,,
691,1/3/2016 9:00,0.232,0,2.72,,,,,,
692,1/3/2016 15:00,0.232,0,2.72,,,,,,
693,1/3/2016 21:00,0.232,0,2.72,,,,,,
694,1/4/2016 3:00,0.232,0,2.72,,,,,,
695,1/4/2016 9:00,0.232,0,2.72,,,,,,
696,1/4/2016 15:00,0.232,0,2.72,,,,,,
697,1/4/2016 21:00,0.232,0,2.72,,,,,,
698,1/5/2016 3:00,0.232,0,2.72,,,,,,
699,1/5/2016 9:00,0.232,0,2.72,,,,,,
700,1/5/2016 15:00,0.232,0,2.72,,,,,,
701,1/5/2016 21:00,0.232,0,2.72,,,,,,
702,1/6/2016 3:00,0.232,0,2.72,,,,,,
703,1/6/2016 9:00,0.232,0,2.72,,,,,,
704,1/6/2016 15:00,0.232,0,2.72,,,,,,
705,1/6/2016 21:00,0.232,0,2.72,,,,,,
706,1/7/2016 3:00,0.232,0,2.72,,,,,,
707,1/7/2016 9:00,0.232,0,2.72,,,,,,
708,1/7/2016 15:00,0.232,0,2.72,,,,,,
709,1/7/2016 21:00,0.232,0,2.72,,,,,,
710,1/8/2016 3:00,0.232,0,2.72,,,,,,
711,1/8/2016 9:00,0.232,0,2.72,,,,,,
712,1/8/2016 15:00,0.232,0,2.72,,,,,,
713,1/8/2016 21:00,0.232,0,2.72,,,,,,
714,1/9/2016 3:00,0.232,0,2.72,,,,,,
715,1/9/2016 9:00,0.232,0,2.72,,,,,,
716,1/9/2016 15:00,0.232,0,2.72,,,,,,
717,1/9/2016 21:00,0.232,0,2.72,,,,,,
718,1/10/2016 3:00,0.232,0,2.72,,,,,,
719,1/10/2016 9:00,0.232,0,2.72,,,,,,
720,1/10/2016 15:00,0.232,0,2.72,,,,,,
721,1/10/2016 21:00,0.232,0,2.72,,,,,,
722,1/11/2016 3:00,0.232,0,2.72,,,,,,
723,1/11/2016 9:00,0.232,0,2.72,,,,,,
724,1/11/2016 15:00,0.232,0,2.72,,,,,,
725,1/11/2016 21:00,0.232,0,2.72,,,,,,
726,1/12/2016 3:00,0.232,0,2.72,,,,,,
727,1/12/2016 9:00,0.232,0,2.72,,,,,,
728,1/12/2016 15:00,0.232,0,2.72,,,,,,
729,1/12/2016 21:00,0.232,0,2.72,,,,,,
730,1/13/2016 3:00,0.232,0,2.72,,,,,,
731,1/13/2016 9:00,0.232,0,2.72,,,,,,
732,1/13/2016 15:00,0.232,0,2.72,,,,,,
733,1/13/2016 21:00,0.232,0,2.72,,,,,,
734,1/14/2016 3:00,0.232,0,2.72,,,,,,
735,1/14/2016 9:00,0.232,0,2.72,,,,,,
736,1/14/2016 15:00,0.232,0,2.72,,,,,,
737,1/14/2016 21:00,0.232,0,2.72,,,,,,
738,1/15/2016 3:00,0.232,0,2.72,,,,,,
739,1/15/2016 9:00,0.232,0,2.72,,,,,,
740,1/15/2016 15:00,0.232,0,2.72,,,,,,
741,1/15/2016 21:00,0.232,0,2.72,,,,,,
742,1/16/2016 3:00,0.232,0,2.72,,,,,,
743,1/16/2016 9:00,0.232,0,2.72,,,,,,
744,1/16/2016 15:00,0.232,0,2.72,,,,,,
745,1/16/2016 21:00,0.232,0,2.72,,,,,,
746,1/17/2016 3:00,0.232,0,2.72,,,,,,
747,1/17/2016 9:00,0.232,0,2.72,,,,,,
748,1/17/2016 15:00,0.232,0,2.72,,,,,,
749,1/17/2016 21:00,0.232,0,2.72,,,,,,
750,1/18/2016 3:00,0.232,0,2.72,,,,,,
751,1/18/2016 9:00,0.232,0,2.72,,,,,,
752,1/18/2016 15:00,0.232,0,2.72,,,,,,
753,1/18/2016 21:00,0.232,0,2.72,,,,,,
754,1/19/2016 3:00,0.232,0,2.72,,,,,,
755,1/19/2016 9:00,0.232,0,2.72,,,,,,
756,1/19/2016 15:00,0.232,0,2.72,,,,,,
757,1/19/2016 21:00,0.232,0,2.72,,,,,,
758,1/20/2016 3:00,0.232,0,2.72,,,,,,
759,1/20/2016 9:00,0.232,0,2.72,,,,,,
760,1/20/2016 15:00,0.232,0,2.72,,,,,,
761,1/20/2016 21:00,0.232,0,2.72,,,,,,
762,1/21/2016 3:00,0.232,0,2.72,,,,,,
763,1/21/2016 9:00,0.232,0,2.72,,,,,,
764,1/21/2016 15:00,0.232,0,2.72,,,,,,
765,1/21/2016 21:00,0.232,0,2.72,,,,,,
766,1/22/2016 3:00,0.232,0,2.72,,,,,,
767,1/22/2016 9:00,0.232,0,2.72,,,,,,
768,1/22/2016 15:00,0.232,0,2.72,,,,,,
769,1/22/2016 21:00,0.232,0,2.72,,,,,,
770,1/23/2016 3:00,0.232,0,2.72,,,,,,
771,1/23/2016 9:00,0.232,0,2.72,,,,,,
772,1/23/2016 15:00,0.232,0,2.72,,,,,,
773,1/23/2016 21:00,0.232,0,2.72,,,,,,
774,1/24/2016 3:00,0.232,0,2.72,,,,,,
775,1/24/2016 9:00,0.232,0,2.72,,,,,,
776,1/24/2016 15:00,0.232,0,2.72,,,,,,
777,1/24/2016 21:00,0.232,0,2.72,,,,,,
778,1/25/2016 3:00,0.232,0,2.72,,,,,,
779,1/25/2016 9:00,0.232,0,2.72,,,,,,
780,1/25/2016 15:00,0.232,0,2.72,,,,,,
781,1/25/2016 21:00,0.232,0,2.72,,,,,,
782,1/26/2016 3:00,0.232,0,2.72,,,,,,
783,1/26/2016 9:00,0.232,0,2.72,,,,,,
784,1/26/2016 15:00,0.232,0,2.72,,,,,,
785,1/26/2016 21:00,0.232,0,2.72,,,,,,
786,1/27/2016 3:00,0.232,0,2.72,,,,,,
787,1/27/2016 9:00,0.232,0,2.72,,,,,,
788,1/27/2016 15:00,0.232,0,2.72,,,,,,
789,1/27/2016 21:00,0.232,0,2.72,,,,,,
790,1/28/2016 3:00,0.232,0,2.72,,,,,,
791,1/28/2016 9:00,0.232,0,2.72,,,,,,
792,1/28/2016 15:00,0.232,0,2.72,,,,,,
793,1/28/2016 21:00,0.232,0,2.72,,,,,,
794,1/29/2016 3:00,0.232,0,2.72,,,,,,
795,1/29/2016 9:00,0.232,0,2.72,,,,,,
796,1/29/2016 15:00,0.232,0,2.72,,,,,,
797,1/29/2016 21:00,0.232,0,2.72,,,,,,
798,1/30/2016 3:00,0.232,0,2.72,,,,,,
799,1/30/2016 9:00,0.232,0,2.72,,,,,,
800,1/30/2016 15:00,0.232,0,2.72,,,,,,
801,1/30/2016 21:00,0.232,0,2.72,,,,,,
802,1/31/2016 3:00,0.232,0,2.72,,,,,,
803,1/31/2016 9:00,0.232,0,2.72,,,,,,
804,1/31/2016 15:00,0.232,0,2.72,,,,,,
805,1/31/2016 21:00,0.232,0,2.72,,,,,,
806,2/1/2016 3:00,0.232,0,2.72,,,,,,
807,2/1/2016 9:00,0.232,0,2.72,,,,,,
808,2/1/2016 15:00,0.232,0,2.72,,,,,,
809,2/1/2016 21:00,0.232,0,2.72,,,,,,
810,2/2/2016 3:00,0.232,0,2.72,,,,,,
811,2/2/2016 9:00,0.232,0,2.72,,,,,,
812,2/2/2016 15:00,0.232,0,2.72,,,,,,
813,2/2/2016 21:00,0.232,0,2.72,,,,,,
814,2/3/2016 3:00,0.232,0,2.72,,,,,,
815,2/3/2016 9:00,0.232,0,2.72,,,,,,
816,2/3/2016 15:00,0.232,0,2.72,,,,,,
817,2/3/2016 21:00,0.232,0,2.72,,,,,,
818,2/4/2016 3:00,0.232,0,2.72,,,,,,
819,2/4/2016 9:00,0.232,0,2.72,,,,,,
820,2/4/2016 15:00,0.232,0,2.72,,,,,,
821,2/4/2016 21:00,0.232,0,2.72,,,,,,
822,2/5/2016 3:00,0.232,0,2.72,,,,,,
823,2/5/2016 9:00,0.232,0,2.72,,,,,,
824,2/5/2016 15:00,0.232,0,2.72,,,,,,
825,2/5/2016 21:00,0.232,0,2.72,,,,,,
826,2/6/2016 3:00,0.232,0,2.72,,,,,,
827,2/6/2016 9:00,0.232,0,2.72,,,,,,
828,2/6/2016 15:00,0.232,0,2.72,,,,,,
829,2/6/2016 21:00,0.232,0,2.72,,,,,,
830,2/7/2016 3:00,0.232,0,2.72,,,,,,
831,2/7/2016 9:00,0.232,0,2.72,,,,,,
832,2/7/2016 15:00,0.232,0,2.72,,,,,,
833,2/7/2016 21:00,0.232,0,2.72,,,,,,
834,2/8/2016 3:00,0.232,0,2.72,,,,,,
835,2/8/2016 9:00,0.232,0,2.72,,,,,,
836,2/8/2016 15:00,0.232,0,2.72,,,,,,
837,2/8/2016 21:00,0.232,0,2.72,,,,,,
838,2/9/2016 3:00,0.232,0,2.72,,,,,,
839,2/9/2016 9:00,0.232,0,2.72,,,,,,
840,2/9/2016 15:00,0.232,0,2.72,,,,,,
841,2/9/2016 21:00,0.232,0,2.72,,,,,,
842,2/10/2016 3:00,0.232,0,2.72,,,,,,
843,2/10/2016 9:00,0.232,0,2.72,,,,,,
844,2/10/2016 15:00,0.232,0,2.72,,,,,,
845,2/10/2016 21:00,0.232,0,2.72,,,,,,
846,2/11/2016 3:00,0.232,0,2.72,,,,,,
847,2/11/2016 9:00,0.232,0,2.72,,,,,,
848,2/11/2016 15:00,0.232,0,2.72,,,,,,
849,2/11/2016 21:00,0.232,0,2.72,,,,,,
850,2/12/2016 3:00,0.232,0,2.72,,,,,,
851,2/12/2016 9:00,0.232,0,2.72,,,,,,
852,2/12/2016 15:00,0.232,0,2.72,,,,,,
853,2/12/2016 21:00,0.232,0,2.72,,,,,,
854,2/13/2016 3:00,0.232,0,2.72,,,,,,
855,2/13/2016 9:00,0.232,0,2.72,,,,,,
856,2/13/2016 15:00,0.232,0,2.72,,,,,,
857,2/13/2016 21:00,0.232,0,2.72,,,,,,
858,2/14/2016 3:00,0.232,0,2.72,,,,,,
859,2/14/2016 9:00,0.232,0,2.72,,,,,,
860,2/14/2016 15:00,0.232,0,2.72,,,,,,
861,2/14/2016 21:00,0.232,0,2.72,,,,,,
862,2/15/2016 3:00,0.232,0,2.72,,,,,,
863,2/15/2016 9:00,0.232,0,2.72,,,,,,
864,2/15/2016 15:00,0.232,0,2.72,,,,,,
865,2/15/2016 21:00,0.232,0,2.72,,,,,,
866,2/16/2016 3:00,0.232,0,2.72,,,,,,
867,2/16/2016 9:00,0.232,0,2.72,,,,,,
868,2/16/2016 15:00,0.232,0,2.72,,,,,,
869,2/16/2016 21:00,0.232,0,2.72,,,,,,
870,2/17/2016 3:00,0.232,0,2.72,,,,,,
871,2/17/2016 9:00,0.232,0,2.72,,,,,,
872,2/17/2016 15:00,0.232,0,2.72,,,,,,
873,2/17/2016 21:00,0.232,0,2.72,,,,,,
874,2/18/2016 3:00,0.232,0,2.72,,,,,,
875,2/18/2016 9:00,0.232,0,2.72,,,,,,
876,2/18/2016 15:00,0.232,0,2.72,,,,,,
877,2/18/2016 21:00,0.232,0,2.72,,,,,,
878,2/19/2016 3:00,0.232,0,2.72,,,,,,
879,2/19/2016 9:00,0.232,0,2.72,,,,,,
880,2/19/2016 15:00,0.232,0,2.72,,,,,,
881,2/19/2016 21:00,0.232,0,2.72,,,,,,
882,2/20/2016 3:00,0.232,0,2.72,,,,,,
883,2/20/2016 9:00,0.232,0,2.72,,,,,,
884,2/20/2016 15:00,0.232,0,2.72,,,,,,
885,2/20/2016 21:00,0.232,0,2.72,,,,,,
886,2/21/2016 3:00,0.232,0,2.72,,,,,,
887,2/21/2016 9:00,0.232,0,2.74,,,,,,
888,2/21/2016 15:00,0.232,0,2.72,,,,,,
889,2/21/2016 21:00,0.232,0,2.74,,,,,,
890,2/22/2016 3:00,0.232,0,2.72,,,,,,
891,2/22/2016 9:00,0.232,0,2.74,,,,,,
892,2/22/2016 15:00,0.232,0,2.74,,,,,,
893,2/22/2016 21:00,0.232,0,2.74,,,,,,
894,2/23/2016 3:00,0.232,0,2.74,,,,,,
895,2/23/2016 9:00,0.232,0,2.74,,,,,,
896,2/23/2016 15:00,0.232,0,2.74,,,,,,
897,2/23/2016 21:00,0.232,0,2.74,,,,,,
898,2/24/2016 3:00,0.232,0,2.74,,,,,,
899,2/24/2016 9:00,0.232,0,2.74,,,,,,
900,2/24/2016 15:00,0.232,0,2.74,,,,,,
901,2/24/2016 21:00,0.232,0,2.74,,,,,,
902,2/25/2016 3:00,0.343,0,2.74,,,,,,
903,2/25/2016 9:00,0.232,0,2.74,,,,,,
904,2/25/2016 15:00,0.232,0,2.74,,,,,,
905,2/25/2016 21:00,0.232,0,2.74,,,,,,
906,2/26/2016 3:00,0.232,0,2.74,,,,,,
907,2/26/2016 9:00,0.232,0,2.74,,,,,,
908,2/26/2016 15:00,0.232,0,2.74,,,,,,
909,2/26/2016 21:00,0.232,0,2.74,,,,,,
910,2/27/2016 3:00,0.232,0,2.74,,,,,,
911,2/27/2016 9:00,0.232,0,2.74,,,,,,
912,2/27/2016 15:00,0.232,0,2.74,,,,,,
913,2/27/2016 21:00,0.232,0,2.74,,,,,,
914,2/28/2016 3:00,0.232,0,2.74,,,,,,
915,2/28/2016 9:00,0.232,0,2.74,,,,,,
916,2/28/2016 15:00,0.232,0,2.74,,,,,,
917,2/28/2016 21:00,0.232,0,2.74,,,,,,
918,2/29/2016 3:00,0.232,0,2.74,,,,,,
919,2/29/2016 9:00,0.232,0,2.74,,,,,,
920,2/29/2016 15:00,0.232,0,2.74,,,,,,
921,2/29/2016 21:00,0.232,0,2.74,,,,,,
922,3/1/2016 3:00,0.232,0,2.74,,,,,,
923,3/1/2016 9:00,0.232,0,2.74,,,,,,
924,3/1/2016 15:00,0.232,0,2.74,,,,,,
925,3/1/2016 21:00,0.232,0,2.74,,,,,,
926,3/2/2016 3:00,0.232,0,2.74,,,,,,
927,3/2/2016 9:00,0.232,0,2.74,,,,,,
928,3/2/2016 15:00,0.232,0,2.74,,,,,,
929,3/2/2016 21:00,0.232,0,2.74,,,,,,
930,3/3/2016 3:00,0.232,0,2.74,,,,,,
