Plot Title: 20400441,,,,,,
#,"Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²",Coupler Attached,Stopped,End Of File
622,1/19/2019 15:00,0.121,0,,,
623,1/19/2019 21:00,0.121,0,,,
624,1/20/2019 3:00,0.121,0,,,
625,1/20/2019 9:00,0.121,0,,,
626,1/20/2019 15:00,0.121,0,,,
627,1/20/2019 21:00,0.232,0,,,
628,1/21/2019 3:00,0.232,0,,,
629,1/21/2019 9:00,0.232,0,,,
630,1/21/2019 15:00,0.232,0,,,
631,1/21/2019 21:00,0.232,0,,,
632,1/22/2019 3:00,0.232,0,,,
633,1/22/2019 9:00,0.232,0,,,
634,1/22/2019 15:00,0.232,0,,,
635,1/22/2019 21:00,0.232,0,,,
636,1/23/2019 3:00,0.121,0,,,
637,1/23/2019 9:00,0.121,0,,,
638,1/23/2019 15:00,0.121,0,,,
639,1/23/2019 21:00,0.121,0,,,
640,1/24/2019 3:00,0.232,0,,,
641,1/24/2019 9:00,0.232,0,,,
642,1/24/2019 15:00,0.232,0,,,
643,1/24/2019 21:00,0.232,0,,,
644,1/25/2019 3:00,0.232,0,,,
645,1/25/2019 9:00,0.232,0,,,
646,1/25/2019 15:00,0.232,0,,,
647,1/25/2019 21:00,0.232,0,,,
648,1/26/2019 3:00,0.232,0,,,
649,1/26/2019 9:00,0.232,0,,,
650,1/26/2019 15:00,0.232,2,,,
651,1/26/2019 21:00,0.232,0,,,
652,1/27/2019 3:00,0.232,0,,,
653,1/27/2019 9:00,0.232,0,,,
654,1/27/2019 15:00,0.343,4,,,
655,1/27/2019 21:00,0.343,0,,,
656,1/28/2019 3:00,0.563,0,,,
657,1/28/2019 9:00,0.232,4,,,
658,1/28/2019 15:00,1.112,42,,,
659,1/28/2019 21:00,0.453,0,,,
660,1/29/2019 3:00,0.563,0,,,
661,1/29/2019 9:00,0.343,3,,,
662,1/29/2019 15:00,0.893,20,,,
663,1/29/2019 21:00,0.563,0,,,
664,1/30/2019 3:00,0.563,0,,,
665,1/30/2019 9:00,0.674,6,,,
666,1/30/2019 15:00,1.548,38,,,
667,1/30/2019 21:00,1.221,0,,,
668,1/31/2019 3:00,1.33,0,,,
669,1/31/2019 9:00,1.33,12,,,
670,1/31/2019 15:00,2.837,76,,,
671,1/31/2019 21:00,2.303,0,,,
672,2/1/2019 3:00,2.624,0,,,
673,2/1/2019 9:00,2.624,19,,,
674,2/1/2019 15:00,3.155,41,,,
675,2/1/2019 21:00,2.303,0,,,
676,2/2/2019 3:00,1.764,0,,,
677,2/2/2019 9:00,1.872,37,,,
678,2/2/2019 15:00,4.102,136,,,
679,2/2/2019 21:00,3.049,0,,,
680,2/3/2019 3:00,0.893,0,,,
681,2/3/2019 9:00,-0.437,20,,,
682,2/3/2019 15:00,-0.662,136,,,
683,2/3/2019 21:00,-1.114,0,,,
684,2/4/2019 3:00,-1.456,0,,,
685,2/4/2019 9:00,-1.57,2,,,
686,2/4/2019 15:00,-0.774,10,,,
687,2/4/2019 21:00,-1.341,0,,,
688,2/5/2019 3:00,-1.228,0,,,
689,2/5/2019 9:00,-1.114,0,,,
690,2/5/2019 15:00,-1.001,1,,,
691,2/5/2019 21:00,-0.774,0,,,
692,2/6/2019 3:00,-0.662,0,,,
693,2/6/2019 9:00,-0.887,0,,,
694,2/6/2019 15:00,-0.662,2,,,
695,2/6/2019 21:00,-0.774,0,,,
696,2/7/2019 3:00,-0.887,0,,,
697,2/7/2019 9:00,-0.774,0,,,
698,2/7/2019 15:00,-0.549,3,,,
699,2/7/2019 21:00,-0.549,0,,,
700,2/8/2019 3:00,-0.662,0,,,
701,2/8/2019 9:00,-0.549,0,,,
702,2/8/2019 15:00,-0.213,1,,,
703,2/8/2019 21:00,-0.213,0,,,
704,2/9/2019 3:00,-0.213,0,,,
705,2/9/2019 9:00,-0.213,0,,,
706,2/9/2019 15:00,-0.213,0,,,
707,2/9/2019 21:00,-0.662,0,,,
708,2/10/2019 3:00,-0.549,0,,,
709,2/10/2019 9:00,-0.437,0,,,
710,2/10/2019 15:00,-0.325,0,,,
711,2/10/2019 21:00,-0.325,0,,,
712,2/11/2019 3:00,-0.213,0,,,
713,2/11/2019 9:00,-0.213,0,,,
714,2/11/2019 15:00,-0.213,0,,,
715,2/11/2019 21:00,-0.213,0,,,
716,2/12/2019 3:00,-0.102,0,,,
717,2/12/2019 9:00,-0.102,0,,,
718,2/12/2019 15:00,-0.102,0,,,
719,2/12/2019 21:00,-0.102,0,,,
720,2/13/2019 3:00,0.01,0,,,
721,2/13/2019 9:00,0.01,0,,,
722,2/13/2019 15:00,0.01,0,,,
723,2/13/2019 21:00,0.01,0,,,
724,2/14/2019 3:00,0.01,0,,,
725,2/14/2019 9:00,0.121,0,,,
726,2/14/2019 15:00,0.121,0,,,
727,2/14/2019 21:00,0.121,0,,,
728,2/15/2019 3:00,0.121,0,,,
729,2/15/2019 9:00,0.121,0,,,
730,2/15/2019 15:00,0.121,0,,,
731,2/15/2019 21:00,0.121,0,,,
732,2/16/2019 3:00,0.121,0,,,
733,2/16/2019 9:00,0.121,0,,,
734,2/16/2019 15:00,0.121,0,,,
735,2/16/2019 21:00,0.121,0,,,
736,2/17/2019 3:00,0.121,0,,,
737,2/17/2019 9:00,0.121,0,,,
738,2/17/2019 15:00,0.121,0,,,
739,2/17/2019 21:00,0.121,0,,,
740,2/18/2019 3:00,0.121,0,,,
741,2/18/2019 9:00,0.121,0,,,
742,2/18/2019 15:00,0.121,0,,,
743,2/18/2019 21:00,0.121,0,,,
744,2/19/2019 3:00,0.121,0,,,
745,2/19/2019 9:00,0.121,0,,,
746,2/19/2019 15:00,0.01,0,,,
747,2/19/2019 21:00,0.01,0,,,
748,2/20/2019 3:00,0.121,0,,,
749,2/20/2019 9:00,0.01,0,,,
750,2/20/2019 15:00,0.01,0,,,
751,2/20/2019 21:00,0.01,0,,,
752,2/21/2019 3:00,0.01,0,,,
753,2/21/2019 9:00,0.121,0,,,
754,2/21/2019 15:00,0.01,0,,,
755,2/21/2019 21:00,0.01,0,,,
756,2/22/2019 3:00,0.01,0,,,
757,2/22/2019 9:00,0.01,0,,,
758,2/22/2019 15:00,0.01,0,,,
759,2/22/2019 21:00,0.01,0,,,
760,2/23/2019 3:00,0.01,0,,,
761,2/23/2019 9:00,0.01,0,,,
762,2/23/2019 15:00,0.01,0,,,
763,2/23/2019 21:00,0.01,0,,,
764,2/24/2019 3:00,0.01,0,,,
765,2/24/2019 9:00,0.01,0,,,
766,2/24/2019 15:00,0.01,0,,,
767,2/24/2019 21:00,0.01,0,,,
768,2/25/2019 3:00,0.01,0,,,
769,2/25/2019 9:00,0.01,0,,,
770,2/25/2019 15:00,0.01,0,,,
771,2/25/2019 21:00,0.01,0,,,
772,2/26/2019 3:00,0.121,0,,,
773,2/26/2019 9:00,0.01,0,,,
774,2/26/2019 15:00,0.121,0,,,
775,2/26/2019 21:00,0.01,0,,,
776,2/27/2019 3:00,0.121,0,,,
777,2/27/2019 9:00,0.121,0,,,
778,2/27/2019 15:00,0.121,0,,,
779,2/27/2019 21:00,0.121,0,,,
780,2/28/2019 3:00,0.121,0,,,
781,2/28/2019 9:00,0.121,0,,,
782,2/28/2019 15:00,0.121,0,,,
783,2/28/2019 21:00,0.121,0,,,
784,3/1/2019 3:00,0.121,0,,,
785,3/1/2019 9:00,0.121,0,,,
786,3/1/2019 15:00,0.121,0,,,
787,3/1/2019 21:00,0.121,0,,,
788,3/2/2019 3:00,0.121,0,,,
789,3/2/2019 9:00,0.121,0,,,
790,3/2/2019 15:00,0.121,0,,,
791,3/2/2019 21:00,0.121,0,,,
792,3/3/2019 3:00,0.121,0,,,
793,3/3/2019 9:00,0.121,0,,,
794,3/3/2019 15:00,0.121,0,,,
795,3/3/2019 21:00,0.121,0,,,
796,3/4/2019 3:00,0.121,0,,,
797,3/4/2019 9:00,0.121,0,,,
798,3/4/2019 15:00,0.121,0,,,
799,3/4/2019 21:00,0.121,0,,,
800,3/5/2019 3:00,0.121,0,,,
801,3/5/2019 9:00,0.121,0,,,
802,3/5/2019 15:00,0.121,0,,,
803,3/5/2019 21:00,0.121,0,,,
804,3/6/2019 3:00,0.121,0,,,
805,3/6/2019 9:00,0.121,0,,,
806,3/6/2019 15:00,0.121,0,,,
807,3/6/2019 21:00,0.121,0,,,
808,3/7/2019 3:00,0.121,0,,,
809,3/7/2019 9:00,0.121,0,,,
810,3/7/2019 15:00,0.121,0,,,
811,3/7/2019 21:00,0.121,0,,,
812,3/8/2019 3:00,0.121,0,,,
813,3/8/2019 9:00,0.121,0,,,
814,3/8/2019 15:00,0.121,0,,,
815,3/8/2019 21:00,0.121,0,,,
816,3/9/2019 3:00,0.121,0,,,
817,3/9/2019 9:00,0.121,0,,,
818,3/9/2019 15:00,0.121,0,,,
819,3/9/2019 21:00,0.121,0,,,
820,3/10/2019 3:00,0.121,0,,,
821,3/10/2019 9:00,0.121,0,,,
822,3/10/2019 15:00,0.121,0,,,
823,3/10/2019 21:00,0.121,0,,,
824,3/11/2019 3:00,0.121,0,,,
825,3/11/2019 9:00,0.121,0,,,
826,3/11/2019 15:00,0.121,0,,,
827,3/11/2019 21:00,0.121,0,,,
828,3/12/2019 3:00,0.121,0,,,
829,3/12/2019 9:00,0.121,0,,,
830,3/12/2019 15:00,0.121,0,,,
831,3/12/2019 21:00,0.121,0,,,
832,3/13/2019 3:00,0.121,0,,,
833,3/13/2019 9:00,0.121,0,,,
834,3/13/2019 15:00,0.121,0,,,
835,3/13/2019 21:00,0.121,0,,,
836,3/14/2019 3:00,0.121,0,,,
837,3/14/2019 9:00,0.121,0,,,
838,3/14/2019 15:00,0.121,0,,,
839,3/14/2019 21:00,0.121,0,,,
840,3/15/2019 3:00,0.121,0,,,
841,3/15/2019 9:00,0.121,0,,,
842,3/15/2019 15:00,0.121,0,,,
843,3/15/2019 21:00,0.121,0,,,
844,3/16/2019 3:00,0.121,0,,,
845,3/16/2019 9:00,0.121,0,,,
846,3/16/2019 15:00,0.121,0,,,
847,3/16/2019 21:00,0.121,0,,,
848,3/17/2019 3:00,0.121,0,,,
849,3/17/2019 9:00,0.121,0,,,
850,3/17/2019 15:00,0.121,0,,,
851,3/17/2019 21:00,0.121,0,,,
852,3/18/2019 3:00,0.121,0,,,
853,3/18/2019 9:00,0.121,0,,,
854,3/18/2019 15:00,0.121,0,,,
855,3/18/2019 21:00,0.121,0,,,
856,3/19/2019 3:00,0.121,0,,,
857,3/19/2019 9:00,0.121,0,,,
858,3/19/2019 15:00,0.121,0,,,
859,3/19/2019 21:00,0.121,0,,,
860,3/20/2019 3:00,0.121,0,,,
861,3/20/2019 9:00,0.121,0,,,
862,3/20/2019 15:00,0.121,0,,,
863,3/20/2019 21:00,0.121,0,,,
864,3/21/2019 3:00,0.121,0,,,
865,3/21/2019 9:00,0.121,0,,,
866,3/21/2019 15:00,0.121,0,,,
867,3/21/2019 21:00,0.121,0,,,
868,3/22/2019 3:00,0.121,0,,,
869,3/22/2019 9:00,0.121,0,,,
870,3/22/2019 15:00,0.121,0,,,
871,3/22/2019 21:00,0.121,0,,,
872,3/23/2019 3:00,0.121,0,,,
873,3/23/2019 9:00,0.121,0,,,
874,3/23/2019 15:00,0.121,0,,,
875,3/23/2019 21:00,0.121,0,,,
876,3/24/2019 3:00,0.121,0,,,
877,3/24/2019 9:00,0.121,0,,,
878,3/24/2019 15:00,0.121,0,,,
879,3/24/2019 21:00,0.121,0,,,
880,3/25/2019 3:00,0.121,0,,,
881,3/25/2019 9:00,0.121,0,,,
882,3/25/2019 15:00,0.121,0,,,
883,3/25/2019 21:00,0.121,0,,,
884,3/26/2019 3:00,0.121,0,,,
885,3/26/2019 9:00,0.121,0,,,
886,3/26/2019 15:00,0.121,0,,,
887,3/26/2019 21:00,0.121,0,,,
888,3/27/2019 3:00,0.121,0,,,
889,3/27/2019 9:00,0.121,0,,,
890,3/27/2019 15:00,0.121,0,,,
891,3/27/2019 21:00,0.121,0,,,
892,3/28/2019 3:00,0.121,0,,,
893,3/28/2019 9:00,0.121,0,,,
894,3/28/2019 15:00,0.121,0,,,
895,3/28/2019 21:00,0.121,0,,,
896,3/29/2019 3:00,0.121,0,,,
897,3/29/2019 9:00,0.121,0,,,
898,3/29/2019 15:00,0.121,0,,,
899,3/29/2019 21:00,0.121,0,,,
900,3/30/2019 3:00,0.121,0,,,
901,3/30/2019 9:00,0.121,0,,,
902,3/30/2019 15:00,0.121,0,,,
903,3/30/2019 21:00,0.121,0,,,
904,3/31/2019 3:00,0.121,0,,,
905,3/31/2019 9:00,0.121,0,,,
906,3/31/2019 15:00,0.121,0,,,
907,3/31/2019 21:00,0.121,0,,,
908,4/1/2019 3:00,0.121,0,,,
909,4/1/2019 9:00,0.121,0,,,
910,4/1/2019 15:00,0.121,0,,,
911,4/1/2019 21:00,0.121,0,,,
912,4/2/2019 3:00,0.121,0,,,
913,4/2/2019 9:00,0.121,0,,,
914,4/2/2019 15:00,0.121,0,,,
915,4/2/2019 21:00,0.121,0,,,
916,4/3/2019 3:00,0.121,0,,,
917,4/3/2019 9:00,0.121,0,,,
918,4/3/2019 15:00,0.121,0,,,
919,4/3/2019 21:00,0.121,0,,,
920,4/4/2019 3:00,0.121,0,,,
921,4/4/2019 9:00,0.121,0,,,
922,4/4/2019 15:00,0.121,0,,,
923,4/4/2019 21:00,0.121,0,,,
924,4/5/2019 3:00,0.121,0,,,
925,4/5/2019 9:00,0.121,0,,,
926,4/5/2019 15:00,0.121,0,,,
927,4/5/2019 21:00,0.121,0,,,
928,4/6/2019 3:00,0.121,0,,,
929,4/6/2019 9:00,0.121,0,,,
930,4/6/2019 15:00,0.121,0,,,
931,4/6/2019 21:00,0.121,0,,,
932,4/7/2019 3:00,0.121,0,,,
933,4/7/2019 9:00,0.121,0,,,
934,4/7/2019 15:00,0.121,0,,,
935,4/7/2019 21:00,0.121,0,,,
936,4/8/2019 3:00,0.121,0,,,
937,4/8/2019 9:00,0.121,0,,,
938,4/8/2019 15:00,0.121,0,,,
939,4/8/2019 21:00,0.121,0,,,
940,4/9/2019 3:00,0.121,0,,,
941,4/9/2019 9:00,0.121,0,,,
942,4/9/2019 15:00,0.121,0,,,
943,4/9/2019 21:00,0.121,0,,,
944,4/10/2019 3:00,0.121,0,,,
945,4/10/2019 9:00,0.121,0,,,
946,4/10/2019 15:00,0.121,0,,,
947,4/10/2019 21:00,0.121,0,,,
948,4/11/2019 3:00,0.121,0,,,
949,4/11/2019 9:00,0.121,0,,,
950,4/11/2019 15:00,0.121,0,,,
951,4/11/2019 21:00,0.121,0,,,
952,4/12/2019 3:00,0.121,0,,,
953,4/12/2019 9:00,0.121,0,,,
954,4/12/2019 15:00,0.121,0,,,
955,4/12/2019 21:00,0.121,0,,,
956,4/13/2019 3:00,0.121,0,,,
957,4/13/2019 9:00,0.121,0,,,
958,4/13/2019 15:00,0.121,0,,,
959,4/13/2019 21:00,0.121,0,,,
960,4/14/2019 3:00,0.121,0,,,
961,4/14/2019 9:00,0.121,0,,,
962,4/14/2019 15:00,0.121,0,,,
963,4/14/2019 21:00,0.121,0,,,
964,4/15/2019 3:00,0.121,0,,,
965,4/15/2019 9:00,0.121,0,,,
966,4/15/2019 15:00,0.121,0,,,
967,4/15/2019 21:00,0.121,0,,,
968,4/16/2019 3:00,0.121,0,,,
969,4/16/2019 9:00,0.121,0,,,
970,4/16/2019 15:00,0.121,0,,,
971,4/16/2019 21:00,0.121,0,,,
972,4/17/2019 3:00,0.121,0,,,
973,4/17/2019 9:00,0.121,0,,,
974,4/17/2019 15:00,0.121,0,,,
975,4/17/2019 21:00,0.121,0,,,
976,4/18/2019 3:00,0.121,0,,,
977,4/18/2019 9:00,0.121,0,,,
978,4/18/2019 15:00,0.121,0,,,
979,4/18/2019 21:00,0.121,0,,,
980,4/19/2019 3:00,0.121,0,,,
981,4/19/2019 9:00,0.121,0,,,
982,4/19/2019 15:00,0.121,0,,,
983,4/19/2019 21:00,0.121,0,,,
984,4/20/2019 3:00,0.121,0,,,
985,4/20/2019 9:00,0.121,0,,,
986,4/20/2019 15:00,0.121,0,,,
987,4/20/2019 21:00,0.121,0,,,
988,4/21/2019 3:00,0.121,0,,,
989,4/21/2019 9:00,0.121,0,,,
990,4/21/2019 15:00,0.121,0,,,
991,4/21/2019 21:00,0.121,0,,,
992,4/22/2019 3:00,0.121,0,,,
993,4/22/2019 9:00,0.121,0,,,
994,4/22/2019 15:00,0.121,0,,,
995,4/22/2019 21:00,0.121,0,,,
996,4/23/2019 3:00,0.121,0,,,
997,4/23/2019 9:00,0.121,0,,,
998,4/23/2019 15:00,0.121,0,,,
999,4/23/2019 21:00,0.121,0,,,
1000,4/24/2019 3:00,0.121,0,,,
1001,4/24/2019 9:00,0.121,0,,,
1002,4/24/2019 15:00,0.121,0,,,
1003,4/24/2019 21:00,0.121,0,,,
1004,4/25/2019 3:00,0.121,0,,,
1005,4/25/2019 9:00,0.121,0,,,
1006,4/25/2019 15:00,0.121,0,,,
1007,4/25/2019 21:00,0.121,0,,,
1008,4/26/2019 3:00,0.121,0,,,
1009,4/26/2019 9:00,0.121,0,,,
1010,4/26/2019 15:00,0.121,0,,,
1011,4/26/2019 21:00,0.121,0,,,
1012,4/27/2019 3:00,0.121,0,,,
1013,4/27/2019 9:00,0.121,0,,,
1014,4/27/2019 15:00,0.121,0,,,
1015,4/27/2019 21:00,0.121,0,,,
1016,4/28/2019 3:00,0.121,0,,,
1017,4/28/2019 9:00,0.121,0,,,
1018,4/28/2019 15:00,0.121,0,,,
1019,4/28/2019 21:00,0.121,0,,,
1020,4/29/2019 3:00,0.121,0,,,
1021,4/29/2019 9:00,0.121,0,,,
1022,4/29/2019 15:00,0.121,0,,,
1023,4/29/2019 21:00,0.121,0,,,
1024,4/30/2019 3:00,0.121,0,,,
1025,4/30/2019 9:00,0.121,0,,,
1026,4/30/2019 15:00,0.121,0,,,
1027,4/30/2019 21:00,0.121,0,,,
1028,5/1/2019 3:00,0.121,0,,,
1029,5/1/2019 9:00,0.121,0,,,
1030,5/1/2019 15:00,0.121,0,,,
1031,5/1/2019 21:00,0.121,0,,,
1032,5/2/2019 3:00,0.121,0,,,
1033,5/2/2019 9:00,0.121,0,,,
1034,5/2/2019 15:00,0.121,0,,,
1035,5/2/2019 21:00,0.121,0,,,
1036,5/3/2019 3:00,0.121,0,,,
1037,5/3/2019 9:00,0.121,0,,,
1038,5/3/2019 15:00,0.121,0,,,
1039,5/3/2019 21:00,0.121,0,,,
1040,5/4/2019 3:00,0.121,0,,,
1041,5/4/2019 9:00,0.121,0,,,
1042,5/4/2019 15:00,0.121,0,,,
1043,5/4/2019 21:00,0.121,0,,,
1044,5/5/2019 3:00,0.121,0,,,
1045,5/5/2019 9:00,0.121,0,,,
1046,5/5/2019 15:00,0.121,0,,,
1047,5/5/2019 21:00,0.121,0,,,
1048,5/6/2019 3:00,0.121,0,,,
1049,5/6/2019 9:00,0.121,0,,,
1050,5/6/2019 15:00,0.121,0,,,
1051,5/6/2019 21:00,0.121,0,,,
1052,5/7/2019 3:00,0.121,0,,,
1053,5/7/2019 9:00,0.121,2,,,
1054,5/7/2019 15:00,0.121,4,,,
1055,5/7/2019 21:00,0.121,0,,,
1056,5/8/2019 3:00,0.121,0,,,
1057,5/8/2019 9:00,0.121,8,,,
1058,5/8/2019 15:00,0.232,40,,,
1059,5/8/2019 21:00,0.343,0,,,
1060,5/9/2019 3:00,2.195,0,,,
1061,5/9/2019 9:00,7.179,144,,,
1062,5/9/2019 15:00,10.944,352,,,
1063,5/9/2019 21:00,7.882,0,,,
1064,5/10/2019 3:00,5.141,0,,,
1065,5/10/2019 9:00,7.28,160,,,
1066,5/10/2019 15:00,13.75,352,,,
1067,5/10/2019 21:00,11.041,0,,,
1068,5/11/2019 3:00,8.779,0,,,
1069,5/11/2019 9:00,10.161,168,,,
1070,5/11/2019 15:00,15.569,368,,,
1071,5/11/2019 21:00,10.553,0,,,
1072,5/12/2019 3:00,7.782,0,,,
1073,5/12/2019 9:00,9.472,200,,,
1074,5/12/2019 15:00,14.996,400,,,
1075,5/12/2019 21:00,9.077,0,,,
1076,5/13/2019 3:00,6.166,0,,,
1077,5/13/2019 9:00,9.768,576,,,
1078,5/13/2019 15:00,13.75,464,,,
1079,5/13/2019 21:00,8.581,0,,,
1080,5/14/2019 3:00,7.079,0,,,
1081,5/14/2019 9:00,5.86,160,,,
1082,5/14/2019 15:00,7.582,608,,,
1083,5/14/2019 21:00,5.45,0,,,
1084,5/15/2019 3:00,5.141,0,,,
1085,5/15/2019 9:00,7.179,200,,,
1086,5/15/2019 15:00,10.259,240,,,
1087,5/15/2019 21:00,7.079,0,,,
1088,5/16/2019 3:00,7.079,0,,,
1089,5/16/2019 9:00,7.782,512,,,
1090,5/16/2019 15:00,7.782,992,,,
1091,5/16/2019 21:00,4.207,0,,,
1092,5/17/2019 3:00,3.367,0,,,
1093,5/17/2019 9:00,3.788,208,,,
1094,5/17/2019 15:00,8.082,256,,,
1095,5/17/2019 21:00,4.519,0,,,
1096,5/18/2019 3:00,3.155,0,,,
1097,5/18/2019 9:00,4.311,216,,,
1098,5/18/2019 15:00,10.944,512,,,
1099,5/18/2019 21:00,5.552,0,,,
1100,5/19/2019 3:00,3.155,0,,,
1101,5/19/2019 9:00,5.141,384,,,
1102,5/19/2019 15:00,6.674,384,,,
1103,5/19/2019 21:00,4.207,0,,,
1104,5/20/2019 3:00,3.998,0,,,
1105,5/20/2019 9:00,4.102,54,,,
1106,5/20/2019 15:00,5.962,368,,,
1107,5/20/2019 21:00,4.415,0,,,
1108,5/21/2019 3:00,2.517,0,,,
1109,5/21/2019 9:00,3.578,168,,,
1110,5/21/2019 15:00,6.573,512,,,
1111,5/21/2019 21:00,4.311,0,,,
1112,5/22/2019 3:00,4.311,0,,,
1113,5/22/2019 9:00,7.179,608,,,
1114,5/22/2019 15:00,11.236,768,,,
1115,5/22/2019 21:00,6.573,0,,,
1116,5/23/2019 3:00,5.037,0,,,
1117,5/23/2019 9:00,6.573,192,,,
1118,5/23/2019 15:00,13.461,496,,,
1119,5/23/2019 21:00,9.373,0,,,
1120,5/24/2019 3:00,8.481,0,,,
1121,5/24/2019 9:00,7.381,176,,,
1122,5/24/2019 15:00,7.782,608,,,
1123,5/24/2019 21:00,3.893,0,,,
1124,5/25/2019 3:00,1.764,0,,,
1125,5/25/2019 9:00,3.683,432,,,
1126,5/25/2019 15:00,4.831,184,,,
1127,5/25/2019 21:00,0.343,0,,,
1128,5/26/2019 3:00,1.656,0,,,
1129,5/26/2019 9:00,4.831,304,,,
1130,5/26/2019 15:00,12.013,672,,,
1131,5/26/2019 21:00,7.381,0,,,
1132,5/27/2019 3:00,7.582,0,,,
1133,5/27/2019 9:00,7.983,288,,,
1134,5/27/2019 15:00,10.455,576,,,
1135,5/27/2019 21:00,7.782,0,,,
1136,5/28/2019 3:00,7.28,0,,,
1137,5/28/2019 9:00,8.68,288,,,
1138,5/28/2019 15:00,13.942,704,,,
1139,5/28/2019 21:00,8.282,0,,,
1140,5/29/2019 3:00,6.877,0,,,
1141,5/29/2019 9:00,7.381,304,,,
1142,5/29/2019 15:00,15.187,512,,,
1143,5/29/2019 21:00,9.866,0,,,
1144,5/30/2019 3:00,8.082,0,,,
1145,5/30/2019 9:00,10.455,384,,,
1146,5/30/2019 15:00,16.046,368,,,
1147,5/30/2019 21:00,10.455,0,,,
1148,5/31/2019 3:00,8.779,0,,,
1149,5/31/2019 9:00,10.553,208,,,
1150,5/31/2019 15:00,17.95,800,,,
1151,5/31/2019 21:00,13.75,0,,,
1152,6/1/2019 3:00,11.334,0,,,
1153,6/1/2019 9:00,12.69,248,,,
1154,6/1/2019 15:00,18.996,480,,,
1155,6/1/2019 21:00,12.98,0,,,
1156,6/2/2019 3:00,10.651,0,,,
1157,6/2/2019 9:00,12.883,232,,,
1158,6/2/2019 15:00,18.426,496,,,
1159,6/2/2019 21:00,12.401,0,,,
1160,6/3/2019 3:00,9.373,0,,,
1161,6/3/2019 9:00,11.236,272,,,
1162,6/3/2019 15:00,16.523,432,,,
1163,6/3/2019 21:00,10.259,0,,,
1164,6/4/2019 3:00,7.28,0,,,
1165,6/4/2019 9:00,9.472,232,,,
1166,6/4/2019 15:00,16.332,480,,,
1167,6/4/2019 21:00,11.236,0,,,
1168,6/5/2019 3:00,8.978,0,,,
1169,6/5/2019 9:00,11.041,216,,,
1170,6/5/2019 15:00,19.472,1344,,,
1171,6/5/2019 21:00,9.275,1,,,
1172,6/6/2019 3:00,6.573,0,,,
1173,6/6/2019 9:00,7.882,448,,,
1174,6/6/2019 15:00,10.651,512,,,
1175,6/6/2019 21:00,3.578,0,,,
1176,6/7/2019 3:00,1.98,0,,,
1177,6/7/2019 9:00,1.872,256,,,
1178,6/7/2019 15:00,3.683,320,,,
1179,6/7/2019 21:00,1.112,0,,,
1180,6/8/2019 3:00,1.33,0,,,
1181,6/8/2019 9:00,3.155,336,,,
1182,6/8/2019 15:00,10.063,608,,,
1183,6/8/2019 21:00,7.381,1,,,
1184,6/9/2019 3:00,5.962,0,,,
1185,6/9/2019 9:00,8.082,240,,,
1186,6/9/2019 15:00,16.141,608,,,
1187,6/9/2019 21:00,12.98,0,,,
1188,6/10/2019 3:00,10.357,0,,,
1189,6/10/2019 9:00,13.942,272,,,
1190,6/10/2019 15:00,19.758,512,,,
1191,6/10/2019 21:00,14.804,4,,,
1192,6/11/2019 3:00,13.173,0,,,
1193,6/11/2019 9:00,15.378,216,,,
1194,6/11/2019 15:00,23.196,480,,,
1195,6/11/2019 21:00,18.711,1,,,
1196,6/12/2019 3:00,15.569,0,,,
1197,6/12/2019 9:00,17.379,232,,,
1198,6/12/2019 15:00,23.966,512,,,
1199,6/12/2019 21:00,18.14,10,,,
1200,6/13/2019 3:00,14.613,0,,,
1201,6/13/2019 9:00,15.187,224,,,
1202,6/13/2019 15:00,20.424,512,,,
1203,6/13/2019 21:00,14.613,2,,,
1204,6/14/2019 3:00,10.846,0,,,
1205,6/14/2019 9:00,12.207,480,,,
1206,6/14/2019 15:00,17.76,512,,,
1207,6/14/2019 21:00,12.497,2,,,
1208,6/15/2019 3:00,9.373,0,,,
1209,6/15/2019 9:00,11.819,224,,,
1210,6/15/2019 15:00,19.187,512,,,
1211,6/15/2019 21:00,13.654,2,,,
1212,6/16/2019 3:00,11.041,0,,,
1213,6/16/2019 9:00,12.69,224,,,
1214,6/16/2019 15:00,19.662,512,,,
1215,6/16/2019 21:00,12.883,2,,,
1216,6/17/2019 3:00,9.768,0,,,
1217,6/17/2019 9:00,11.722,232,,,
1218,6/17/2019 15:00,19.472,512,,,
1219,6/17/2019 21:00,13.269,3,,,
1220,6/18/2019 3:00,10.553,0,,,
1221,6/18/2019 9:00,13.269,184,,,
1222,6/18/2019 15:00,17.284,496,,,
1223,6/18/2019 21:00,11.334,3,,,
1224,6/19/2019 3:00,8.282,0,,,
1225,6/19/2019 9:00,9.669,240,,,
1226,6/19/2019 15:00,13.558,480,,,
1227,6/19/2019 21:00,7.481,2,,,
1228,6/20/2019 3:00,4.519,0,,,
1229,6/20/2019 9:00,4.934,304,,,
1230,6/20/2019 15:00,8.978,464,,,
1231,6/20/2019 21:00,5.141,2,,,
1232,6/21/2019 3:00,3.472,0,,,
1233,6/21/2019 9:00,5.037,304,,,
1234,6/21/2019 15:00,11.916,608,,,
1235,6/21/2019 21:00,7.582,4,,,
1236,6/22/2019 3:00,5.141,0,,,
1237,6/22/2019 9:00,8.082,224,,,
1238,6/22/2019 15:00,15.378,576,,,
1239,6/22/2019 21:00,9.176,2,,,
1240,6/23/2019 3:00,7.983,0,,,
1241,6/23/2019 9:00,9.965,512,,,
