"Plot Title: 10166279"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","Coupler Attached","Stopped","End Of File"
1,07/27/21 12:36:32 PM,19.187,3444.5,3.08,Logged,,,,
2,07/27/21 06:36:32 PM,19.282,1550.0,3.05,,,,,
3,07/28/21 12:36:32 AM,16.903,0.0,3.01,,,,,
4,07/28/21 06:36:32 AM,17.094,215.3,3.01,,,,,
5,07/28/21 12:36:32 PM,23.966,3961.1,3.03,,,,,
6,07/28/21 06:36:32 PM,22.717,818.1,3.03,,,,,
7,07/29/21 12:36:32 AM,19.472,0.0,3.01,,,,,
8,07/29/21 06:36:32 AM,19.187,107.6,3.01,,,,,
9,07/29/21 12:36:32 PM,27.272,2755.6,3.01,,,,,
10,07/29/21 06:36:32 PM,24.545,602.8,3.01,,,,,
11,07/30/21 12:36:32 AM,21.951,0.0,2.99,,,,,
12,07/30/21 06:36:32 AM,21.569,559.7,2.99,,,,,
13,07/30/21 12:36:32 PM,25.805,1722.2,2.99,,,,,
14,07/30/21 06:36:32 PM,25.319,172.2,2.99,,,,,
15,07/31/21 12:36:32 AM,23.388,0.0,2.99,,,,,
16,07/31/21 06:36:32 AM,22.238,366.0,2.97,,,,,
17,07/31/21 12:36:32 PM,25.416,2411.1,2.97,,,,,
18,07/31/21 06:36:32 PM,22.812,527.4,2.97,,,,,
19,08/01/21 12:36:32 AM,19.853,0.0,2.95,,,,,
20,08/01/21 06:36:32 AM,19.187,301.4,2.95,,,,,
21,08/01/21 12:36:32 PM,26.585,3788.9,2.97,,,,,
22,08/01/21 06:36:32 PM,24.641,914.9,2.97,,,,,
23,08/02/21 12:36:32 AM,21.569,0.0,2.95,,,,,
24,08/02/21 06:36:32 AM,22.238,505.9,2.95,,,,,
25,08/02/21 12:36:32 PM,28.456,2755.6,2.97,,,,,
26,08/02/21 06:36:32 PM,24.545,226.0,2.97,,,,,
27,08/03/21 12:36:32 AM,20.710,0.0,2.93,,,,,
28,08/03/21 06:36:32 AM,20.234,226.0,2.93,,,,,
29,08/03/21 12:36:32 PM,25.319,2755.6,2.95,,,,,
30,08/03/21 06:36:32 PM,22.812,473.6,2.95,,,,,
31,08/04/21 12:36:32 AM,19.187,0.0,2.93,,,,,
32,08/04/21 06:36:32 AM,18.236,290.6,2.91,,,,,
33,08/04/21 12:36:32 PM,26.097,3272.2,2.93,,,,,
34,08/04/21 06:36:32 PM,23.292,193.8,2.95,,,,,
35,08/05/21 12:36:32 AM,19.758,0.0,2.91,,,,,
36,08/05/21 06:36:32 AM,16.808,322.9,2.91,,,,,
37,08/05/21 12:36:32 PM,18.045,678.1,2.91,,,,,
38,08/05/21 06:36:32 PM,14.613,279.9,2.89,,,,,
39,08/06/21 12:36:32 AM,13.173,0.0,2.87,,,,,
40,08/06/21 06:36:32 AM,12.110,258.3,2.87,,,,,
41,08/06/21 12:36:32 PM,18.045,3788.9,2.89,,,,,
42,08/06/21 06:36:32 PM,18.711,828.8,2.91,,,,,
43,08/07/21 12:36:32 AM,14.804,0.0,2.89,,,,,
44,08/07/21 06:36:32 AM,14.134,129.2,2.87,,,,,
45,08/07/21 12:36:32 PM,22.238,3100.0,2.91,,,,,
46,08/07/21 06:36:32 PM,17.950,484.4,2.91,,,,,
47,08/08/21 12:36:32 AM,12.013,0.0,2.87,,,,,
48,08/08/21 06:36:32 AM,8.481,495.1,2.87,,,,,
49,08/08/21 12:36:32 PM,16.046,3788.9,2.87,,,,,
50,08/08/21 06:36:32 PM,15.091,710.4,2.87,,,,,
51,08/09/21 12:36:32 AM,11.722,0.0,2.85,,,,,
52,08/09/21 06:36:32 AM,12.110,129.2,2.85,,,,,
53,08/09/21 12:36:32 PM,23.292,3444.5,2.89,,,,,
54,08/09/21 06:36:32 PM,21.091,710.4,2.89,,,,,
55,08/10/21 12:36:32 AM,16.713,0.0,2.89,,,,,
56,08/10/21 06:36:32 AM,17.570,75.3,2.89,,,,,
57,08/10/21 12:36:32 PM,25.805,4822.3,2.91,,,,,
58,08/10/21 06:36:32 PM,23.292,592.0,2.91,,,,,
59,08/11/21 12:36:32 AM,20.424,0.0,2.89,,,,,
60,08/11/21 06:36:32 AM,21.282,64.6,2.89,,,,,
61,08/11/21 12:36:32 PM,30.154,7577.8,2.91,,,,,
62,08/11/21 06:36:32 PM,26.879,409.0,2.93,,,,,
63,08/12/21 12:36:32 AM,22.717,0.0,2.91,,,,,
64,08/12/21 06:36:32 AM,22.812,193.8,2.91,,,,,
65,08/12/21 12:36:32 PM,31.268,3788.9,2.93,,,,,
66,08/12/21 06:36:32 PM,27.075,258.3,2.93,,,,,
67,08/13/21 12:36:32 AM,23.196,0.0,2.91,,,,,
68,08/13/21 06:36:32 AM,23.004,226.0,2.91,,,,,
69,08/13/21 12:36:32 PM,29.752,2927.8,2.91,,,,,
70,08/13/21 06:36:32 PM,23.388,183.0,2.91,,,,,
71,08/14/21 12:36:32 AM,20.805,0.0,2.89,,,,,
72,08/14/21 06:36:32 AM,20.138,290.6,2.87,,,,,
73,08/14/21 12:36:32 PM,28.060,4822.3,2.91,,,,,
74,08/14/21 06:36:32 PM,25.610,172.2,2.89,,,,,
75,08/15/21 12:36:32 AM,21.091,0.0,2.89,,,,,
76,08/15/21 06:36:32 AM,20.996,236.8,2.89,,,,,
77,08/15/21 12:36:32 PM,27.272,3788.9,2.89,,,,,
78,08/15/21 06:36:32 PM,22.717,269.1,2.89,,,,,
79,08/16/21 12:36:32 AM,18.901,0.0,2.89,,,,,
80,08/16/21 06:36:32 AM,17.379,53.8,2.87,,,,,
81,08/16/21 12:36:32 PM,25.125,3961.1,2.87,,,,,
82,08/16/21 06:36:32 PM,19.282,538.2,2.89,,,,,
83,08/17/21 12:36:32 AM,12.980,0.0,2.85,,,,,
84,08/17/21 06:36:32 AM,7.983,129.2,2.83,,,,,
85,08/17/21 12:36:32 PM,9.768,1463.9,2.81,,,,,
86,08/17/21 06:36:32 PM,9.571,86.1,2.83,,,,,
87,08/18/21 12:36:32 AM,9.077,0.0,2.83,,,,,
