"Plot Title: 10169128"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","End Of File"
1,07/26/21 06:36:32 PM,19.377,775.0,2.93,,,
2,07/27/21 12:36:32 AM,16.332,0.0,2.91,,,
3,07/27/21 06:36:32 AM,14.421,818.1,2.91,,,
4,07/27/21 12:36:32 PM,19.377,4994.5,2.95,Logged,,
5,07/27/21 06:36:32 PM,17.284,1151.7,2.93,,,
6,07/28/21 12:36:32 AM,15.091,0.0,2.89,,,
7,07/28/21 06:36:32 AM,16.332,1377.8,2.91,,,
8,07/28/21 12:36:32 PM,21.760,4650.0,2.93,,,
9,07/28/21 06:36:32 PM,18.996,279.9,2.91,,,
10,07/29/21 12:36:32 AM,16.332,0.0,2.87,,,
11,07/29/21 06:36:32 AM,16.999,2325.0,2.87,,,
12,07/29/21 12:36:32 PM,24.738,2238.9,2.93,,,
13,07/29/21 06:36:32 PM,20.996,688.9,2.89,,,
14,07/30/21 12:36:32 AM,18.140,0.0,2.89,,,
15,07/30/21 06:36:32 AM,19.662,3100.0,2.87,,,
16,07/30/21 12:36:32 PM,24.255,4133.4,2.91,,,
17,07/30/21 06:36:32 PM,21.951,387.5,2.89,,,
18,07/31/21 12:36:32 AM,19.567,0.0,2.89,,,
19,07/31/21 06:36:32 AM,18.426,699.7,2.87,,,
20,07/31/21 12:36:32 PM,24.448,4650.0,2.89,,,
21,07/31/21 06:36:32 PM,20.805,1205.6,2.87,,,
22,08/01/21 12:36:32 AM,17.855,0.0,2.85,,,
23,08/01/21 06:36:32 AM,17.760,2497.2,2.85,,,
24,08/01/21 12:36:32 PM,24.351,4650.0,2.89,,,
25,08/01/21 06:36:32 PM,21.569,452.1,2.87,,,
26,08/02/21 12:36:32 AM,18.140,0.0,2.85,,,
27,08/02/21 06:36:32 AM,18.426,2755.6,2.85,,,
28,08/02/21 12:36:32 PM,25.319,5166.7,2.87,,,
29,08/02/21 06:36:32 PM,21.091,452.1,2.85,,,
30,08/03/21 12:36:32 AM,17.950,0.0,2.85,,,
31,08/03/21 06:36:32 AM,17.950,2411.1,2.85,,,
32,08/03/21 12:36:32 PM,23.677,6200.0,2.87,,,
33,08/03/21 06:36:32 PM,19.948,688.9,2.83,,,
34,08/04/21 12:36:32 AM,16.999,0.0,2.83,,,
35,08/04/21 06:36:32 AM,16.808,2755.6,2.83,,,
36,08/04/21 12:36:32 PM,23.966,5166.7,2.85,,,
37,08/04/21 06:36:32 PM,20.329,570.5,2.83,,,
38,08/05/21 12:36:32 AM,17.475,0.0,2.83,,,
39,08/05/21 06:36:32 AM,16.046,2152.8,2.83,,,
40,08/05/21 12:36:32 PM,17.570,1722.2,2.83,,,
41,08/05/21 06:36:32 PM,14.613,441.3,2.83,,,
42,08/06/21 12:36:32 AM,13.365,0.0,2.81,,,
43,08/06/21 06:36:32 AM,12.690,2755.6,2.79,,,
44,08/06/21 12:36:32 PM,19.092,3272.2,2.83,,,
45,08/06/21 06:36:32 PM,16.523,129.2,2.81,,,
46,08/07/21 12:36:32 AM,13.846,0.0,2.79,,,
