"Plot Title: 10169171"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","End Of File"
1,07/27/21 12:36:32 PM,20.996,1894.5,3.01,Logged,,
2,07/27/21 06:36:32 PM,19.377,387.5,3.03,,,
3,07/28/21 12:36:32 AM,16.523,0.0,2.99,,,
4,07/28/21 06:36:32 AM,17.094,215.3,2.99,,,
5,07/28/21 12:36:32 PM,26.097,1377.8,3.03,,,
6,07/28/21 06:36:32 PM,23.004,172.2,3.03,,,
7,07/29/21 12:36:32 AM,18.996,0.0,2.99,,,
8,07/29/21 06:36:32 AM,18.806,129.2,2.99,,,
9,07/29/21 12:36:32 PM,30.862,893.4,3.03,,,
10,07/29/21 06:36:32 PM,24.931,172.2,3.03,,,
11,07/30/21 12:36:32 AM,21.282,0.0,2.99,,,
12,07/30/21 06:36:32 AM,21.473,269.1,2.99,,,
13,07/30/21 12:36:32 PM,27.272,764.2,2.99,,,
14,07/30/21 06:36:32 PM,25.319,75.3,2.99,,,
15,07/31/21 12:36:32 AM,22.525,0.0,2.99,,,
16,07/31/21 06:36:32 AM,22.046,107.6,2.97,,,
17,07/31/21 12:36:32 PM,27.272,904.2,2.99,,,
18,07/31/21 06:36:32 PM,23.004,161.5,2.97,,,
19,08/01/21 12:36:32 AM,19.472,0.0,2.97,,,
20,08/01/21 06:36:32 AM,19.092,172.2,2.95,,,
21,08/01/21 12:36:32 PM,30.154,1184.0,2.97,,,
22,08/01/21 06:36:32 PM,24.931,204.5,2.99,,,
23,08/02/21 12:36:32 AM,21.187,0.0,2.95,,,
24,08/02/21 06:36:32 AM,22.238,172.2,2.95,,,
25,08/02/21 12:36:32 PM,31.676,1270.1,2.97,,,
26,08/02/21 06:36:32 PM,24.545,75.3,2.97,,,
27,08/03/21 12:36:32 AM,20.234,0.0,2.93,,,
28,08/03/21 06:36:32 AM,20.043,150.7,2.93,,,
29,08/03/21 12:36:32 PM,28.655,1334.7,2.97,,,
30,08/03/21 06:36:32 PM,23.196,150.7,2.95,,,
31,08/04/21 12:36:32 AM,18.806,0.0,2.93,,,
32,08/04/21 06:36:32 AM,17.950,150.7,2.91,,,
33,08/04/21 12:36:32 PM,29.652,1463.9,2.97,,,
34,08/04/21 06:36:32 PM,23.677,64.6,2.95,,,
35,08/05/21 12:36:32 AM,19.377,0.0,2.93,,,
36,08/05/21 06:36:32 AM,16.808,150.7,2.91,,,
37,08/05/21 12:36:32 PM,19.948,183.0,2.91,,,
38,08/05/21 06:36:32 PM,14.996,64.6,2.89,,,
39,08/06/21 12:36:32 AM,13.558,0.0,2.87,,,
40,08/06/21 06:36:32 AM,12.594,118.4,2.85,,,
41,08/06/21 12:36:32 PM,22.238,1270.1,2.91,,,
42,08/06/21 06:36:32 PM,19.567,96.9,2.91,,,
43,08/07/21 12:36:32 AM,14.900,0.0,2.87,,,
44,08/07/21 06:36:32 AM,14.421,86.1,2.87,,,
45,08/07/21 12:36:32 PM,26.488,624.3,2.91,,,
46,08/07/21 06:36:32 PM,19.092,86.1,2.89,,,
47,08/08/21 12:36:32 AM,12.594,0.0,2.85,,,
48,08/08/21 06:36:32 AM,9.275,96.9,2.85,,,
49,08/08/21 12:36:32 PM,20.805,828.8,2.87,,,
50,08/08/21 06:36:32 PM,15.951,53.8,2.85,,,
51,08/09/21 12:36:32 AM,11.916,0.0,2.85,,,
52,08/09/21 06:36:32 AM,12.207,43.1,2.85,,,
53,08/09/21 12:36:32 PM,29.352,710.4,2.91,,,
54,08/09/21 06:36:32 PM,21.473,64.6,2.89,,,
55,08/10/21 12:36:32 AM,16.427,0.0,2.87,,,
56,08/10/21 06:36:32 AM,16.999,43.1,2.85,,,
57,08/10/21 12:36:32 PM,32.911,1356.3,2.93,,,
58,08/10/21 06:36:32 PM,23.581,53.8,2.91,,,
59,08/11/21 12:36:32 AM,20.329,0.0,2.87,,,
60,08/11/21 06:36:32 AM,20.996,32.3,2.87,,,
61,08/11/21 12:36:32 PM,36.946,2755.6,2.93,,,
62,08/11/21 06:36:32 PM,27.173,43.1,2.93,,,
63,08/12/21 12:36:32 AM,22.429,0.0,2.91,,,
64,08/12/21 06:36:32 AM,22.238,64.6,2.89,,,
65,08/12/21 12:36:32 PM,37.165,3100.0,2.93,,,
66,08/12/21 06:36:32 PM,27.370,32.3,2.93,,,
67,08/13/21 12:36:32 AM,22.621,0.0,2.91,,,
68,08/13/21 06:36:32 AM,22.525,64.6,2.91,,,
69,08/13/21 12:36:32 PM,35.222,2152.8,2.93,,,
70,08/13/21 06:36:32 PM,23.677,32.3,2.91,,,
71,08/14/21 12:36:32 AM,20.424,0.0,2.87,,,
72,08/14/21 06:36:32 AM,19.948,86.1,2.87,,,
73,08/14/21 12:36:32 PM,33.848,3100.0,2.91,,,
74,08/14/21 06:36:32 PM,25.902,32.3,2.91,,,
75,08/15/21 12:36:32 AM,20.805,0.0,2.87,,,
76,08/15/21 06:36:32 AM,20.424,64.6,2.87,,,
77,08/15/21 12:36:32 PM,31.778,1980.6,2.91,,,
78,08/15/21 06:36:32 PM,23.196,32.3,2.89,,,
79,08/16/21 12:36:32 AM,18.616,0.0,2.87,,,
80,08/16/21 06:36:32 AM,17.475,32.3,2.87,,,
81,08/16/21 12:36:32 PM,28.357,775.0,2.89,,,
82,08/16/21 06:36:32 PM,19.758,43.1,2.87,,,
83,08/17/21 12:36:32 AM,13.558,0.0,2.85,,,
84,08/17/21 06:36:32 AM,8.581,10.8,2.83,,,
85,08/17/21 12:36:32 PM,12.304,279.9,2.85,,,
86,08/17/21 06:36:32 PM,11.041,0.0,2.83,,,
87,08/18/21 12:36:32 AM,9.866,0.0,2.81,,,
88,08/18/21 06:36:32 AM,8.779,43.1,2.81,,,
89,08/18/21 12:36:32 PM,20.424,1356.3,2.83,,,
90,08/18/21 06:36:32 PM,16.427,43.1,2.83,,,
91,08/19/21 12:36:32 AM,12.207,0.0,2.83,,,
92,08/19/21 06:36:32 AM,11.334,21.5,2.81,,,
